Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.47585253,54.2002782,58.99001963,58.69448314,61.43288904,61.92172922,60.46879086,62.1834591
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Lithuania,LTU,3.096777599,2.887548907,4.60923631,8.890991536,9.823367684,10.34126934,11.47351415,11.61951172,12.92659363,14.97327307,17.18556728,17.58941843,17.88962682,18.06564479,18.06680299,17.7811296,17.62097493,17.27546337,18.56745587,20.32211517,21.69427497,23.09455328,24.27537549,26.67121199,28.07216559
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Luxembourg,LUX,1.721832678,1.700140066,2.012050741,1.99192894,2.82082995,3.990915167,3.065372463,4.38633581,6.730018415,5.863173451,6.852519108,3.4321318,1.312544029,1.27146104,1.36150484,1.890643195,2.091700429,3.633883116,3.964494868,3.736660643,3.662680105,3.742717397,4.165270669,5.81175456,6.966288592
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Madagascar,MDG,85.91288885,85.11035756,85.42754494,85.80128003,82.5894618,82.71315203,82.28663977,77.00445181,76.05650051,77.60499719,78.40024528,80.00418213,83.47759444,80.59499053,79.85622557,80.47097527,84.34497089,83.34395875,82.33425745,83.17579587,81.93107346,79.1912491,76.70038139,72.92872308,73.56423356
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Malawi,MWI,84.03097748,82.95268918,83.03417494,81.64026367,82.3151236,81.98807268,81.74082726,81.5226161,82.07196289,80.52974078,82.52795055,81.27873433,82.23501973,81.39926731,82.35526744,83.87269108,83.48309016,84.22782064,81.67317276,83.64919141,79.73496454,79.94860287,81.16401557,80.36342164,80.57846674
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Malaysia,MYS,11.98054281,11.15343571,10.26621662,10.02585198,9.92592654,9.029613476,7.473082964,6.705587248,7.167839843,7.342714979,6.743503371,6.478489081,5.716591121,5.413557087,5.169039845,4.924525038,4.994399596,4.557707265,4.729134713,4.230124081,3.819042137,4.107762736,4.410310445,4.486299681,4.769773882
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Maldives,MDV,4.458739158,4.454719919,3.133233591,3.81666243,4.022887919,3.318463361,3.16097812,2.723045311,3.027278406,2.200418912,2.126459174,2.054783431,1.629522436,1.970024861,1.526533676,1.76243774,1.444045315,1.378777477,1.355980563,1.264801235,1.164190487,1.140590486,1.039512242,1.065391459,0.907876857
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Mali,MLI,88.15343962,88.13295056,87.54378958,87.03407014,87.33376184,87.60075687,88.03323174,87.99540821,85.85068256,85.5629217,85.63360623,85.65001666,86.1514993,86.76147034,86.15567998,86.18162309,85.7351361,85.26242675,85.0018384,86.36052466,84.85791371,84.71654909,85.1375739,84.72621407,83.56128977
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0.087308169,0.098418947,0.119495411,0.181221954,0.213177334,0.265276992,0.250047556,0.263477392,1.388213836,2.014298311,2.603143021,2.585569239,3.952173172
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Marshall Islands,MHL,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257400257,0.23923445,0.234741784
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Martinique,MTQ,2.13321099,2.200061159,2.006408771,2.067142845,2.031114485,2.019150253,2.053476512,1.819809365,1.846668091,1.963828022,2.056476244,2.038787362,2.074344873,1.961607142,2.062634847,2.115722387,2.089801265,2.476876095,2.524309785,2.619540979,2.632071131,2.549409844,2.490170387,2.482421908,2.431042854
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Mauritania,MRT,46.99974237,46.66243626,46.4232019,46.06398385,45.49209355,45.24920237,43.87733747,43.80722543,46.00898827,43.92591609,44.41050966,44.17996846,42.13376999,40.16509028,38.59010365,38.76834667,39.12072213,35.62921177,35.79535783,33.42557487,33.99881007,33.28259082,31.84256382,32.65813951,32.57984922
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Mauritius,MUS,47.0678133,43.34216289,43.1597354,38.77109218,35.42886747,38.83451378,35.56392605,36.4410636,33.52735096,21.04519605,20.42138173,20.0759594,17.93327133,18.89998883,19.0830733,17.73704759,16.49121174,15.77164427,12.81965517,12.87337872,13.65842874,12.14291967,11.60886479,11.43757395,10.64009215
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Mayotte,MYT,33.41246511,31.42212005,29.46400523,27.94740554,26.5534667,25.16028549,24.08734446,22.77987161,21.61445495,20.46931897,16.16945369,15.36511586,14.91692507,14.14427312,13.34592393,11.44911229,10.9651621,10.38467745,9.702815415,9.446754445,9.964798616,11.93384249,12.24249214,12.10321364,11.72533917
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Mexico,MEX,14.41330102,13.19551258,13.4270908,13.30396854,11.86310335,13.26183386,13.0647249,12.69977857,12.23845414,12.74846224,12.16736124,11.34388562,10.68278146,10.16903928,10.21329217,10.30299908,9.821398338,9.453193529,9.769618134,9.168405889,9.359977316,9.066176844,8.964488073,9.231363165,9.798903322
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Micronesia (Federated States of),FSM,..,..,1.461362285,1.551318982,1.478206168,1.405025253,1.491529559,1.4925617,1.556929595,1.22679456,1.217220996,0.817699485,1.100356477,1.108580699,1.227839605,1.287093298,1.457666561,1.42169947,1.529052935,1.275826412,1.836847985,1.717454484,1.593972088,1.437855768,1.320894363
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Mongolia,MNG,1.892624123,1.969589889,2.400169416,2.671805388,3.043396179,3.009338847,3.440849801,3.394398189,3.739137444,3.593976511,5.713471428,6.074889876,6.500198201,6.079987111,5.744707267,5.321772647,4.461787432,4.682483832,4.628964026,4.364887814,4.34832078,3.899355167,3.535886787,3.558720168,3.969469699
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.85523021,47.6532384,46.2838049,42.69752611,53.9218193,54.52486278,43.18687864,46.19548411,49.26642635,45.98189801
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Montserrat,MSR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Morocco,MAR,19.48255438,19.5554271,18.13513901,17.63591018,17.06127615,17.16420493,17.8495862,17.52161454,16.87740569,15.40813143,15.25900849,15.11672572,14.93612554,15.7033329,23.61878616,20.75705525,18.74387222,17.06226402,15.22263152,14.84954544,14.49606548,12.42952982,11.47136674,12.26860491,11.77795804
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Mozambique,MOZ,93.10357624,94.29900628,93.11868506,91.96492752,93.19362721,92.84475989,93.12501517,92.64442073,94.00558372,94.16656732,93.60757876,93.95152932,93.72872551,92.75184481,92.91585865,93.61524659,93.28770945,92.14416935,92.43485874,91.66603989,91.30459284,90.45771405,90.8214786,90.31606941,88.85294877
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Myanmar,MMR,90.90735394,91.11866502,90.78633741,89.24740287,87.96659572,85.22036844,84.60983767,85.16242467,83.35447161,81.88824004,80.17219555,82.48599157,83.0187843,79.81346433,80.38582055,79.76822893,81.41626966,80.73481627,85.9735851,86.11957358,85.01588505,84.57900532,78.95128439,75.96579318,68.52169606
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Namibia,NAM,..,43.17916804,41.45306457,39.24139089,34.31863607,33.69714973,33.34621032,32.65574185,34.18337956,35.44249466,33.51406135,29.29875519,33.00626583,32.56221316,32.10709678,32.05698823,32.86201359,32.76771375,27.02578581,27.07544568,26.37392374,27.94219967,28.5574767,28.27231191,27.61747334
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084618545,0.083696045,0.092567556,0.092257627,0.0813199,0.04265728
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Nepal,NPL,95.11971381,94.18864919,94.1610597,93.5455614,92.38022358,91.73241674,91.51545771,90.70867029,90.49118077,88.05244113,88.28453258,87.75650447,89.94329201,89.44288492,90.29700743,89.51737585,91.25325953,91.31226986,90.4689375,88.92708565,87.29244724,86.94551801,84.69733004,86.25394535,84.37679559
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Netherlands,NLD,1.324057413,1.259382108,1.32245577,1.320882701,1.355941341,1.277436547,1.287887957,1.508144193,1.571272227,1.655027134,1.753151838,1.783861001,1.934858003,1.92537534,2.240756713,2.773758169,3.153638471,3.723210932,3.97578942,4.41245063,3.87550137,4.699750372,4.965915322,5.028002263,5.668454079
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,New Caledonia,NCL,10.15799111,7.411591005,6.507186177,5.322784888,5.421417914,4.381213491,6.701969992,7.583673357,8.033849017,9.061359145,7.182640955,6.322562923,4.921349133,4.593062824,4.849775101,4.750438136,4.19440539,5.504458474,7.439820795,6.850000487,4.449449895,5.470835129,6.024672366,6.129614958,3.982403307
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,New Zealand,NZL,30.02453408,29.67324315,27.60300547,29.24305525,30.1926299,30.57952835,29.45086025,27.63287536,29.55339467,28.60588515,28.88779098,26.79056005,28.66438183,28.00926994,30.42916427,29.17732505,29.34890856,29.04397609,28.10106768,30.13079838,31.24260086,32.03414916,30.76901451,30.36447451,30.86475021
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Nicaragua,NIC,68.76593863,70.52304581,67.1172394,67.56142185,64.49447482,64.53607111,63.94308011,62.73374583,60.41724456,59.38436752,58.36679664,56.56910515,56.58846056,54.11642764,53.78408824,53.89532814,51.77493882,51.364754,52.5606754,52.79614482,52.64109782,51.67871484,52.07877088,53.06211209,51.84228127
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Niger,NER,..,..,..,..,..,..,..,..,..,..,87.68815816,87.72394515,87.82896802,87.05434307,87.07222256,87.58970649,87.47081723,86.21089432,86.09572232,83.28370687,80.69524567,77.24994225,72.72961368,78.7248129,78.13167457
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Nigeria,NGA,87.77597882,86.50357035,84.52166647,86.33205824,88.61135593,88.03974196,87.11373568,85.55128742,87.08092981,87.12226465,86.19027457,84.59525991,84.51355051,82.95601974,83.96669555,84.07230781,86.14052131,87.37957298,86.35198239,88.83185144,86.78123589,86.1533762,86.44863677,86.78430126,87.27475791
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Niue,NIU,0.572538772,0.568993077,1.844974836,0.558614684,0.558614684,0.603788629,0.603788629,0.603788629,0.610849216,0.60620131,0.6016236,0.57779651,0.631792122,0.710337345,0.790157349,0.830249165,24.0125928,27.80858892,18.21213704,25.25199607,26.70187369,24.98619036,24.19897053,23.6041318,23.14062844
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Norfolk Island,NFK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Norway,NOR,59.17374442,60.78487666,61.37896609,61.09733395,60.39895291,60.04713101,57.85055127,58.83887235,59.51691361,59.41494863,60.18812665,59.60640454,59.49310992,56.2568695,56.8716055,58.59181038,57.05968413,57.39006034,58.49373313,56.7709201,56.33486326,56.6255587,58.44976589,57.69346541,57.0886188
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Pakistan,PAK,57.50053487,58.09129065,55.98220354,54.1481913,54.19576129,53.12287709,51.71382936,51.48244683,50.98425763,49.63973359,50.38807461,50.78410391,50.61831286,49.20180317,46.99999136,47.02543856,46.05152825,43.94600022,45.61228872,45.3879084,46.30132086,45.71079197,46.17014673,47.08643706,47.2055915
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Panama,PAN,43.58944814,41.2584182,40.21692376,40.40672992,38.31269072,35.28385877,37.34844312,37.03981394,31.96695566,34.21601995,34.39785229,31.08782697,34.69900974,33.84104389,33.37902359,27.04149948,26.94174532,26.48902026,30.54583187,26.22326488,19.93740177,19.1403931,20.61955434,20.31333209,19.77078693
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Papua New Guinea,PNG,70.48333008,70.4988348,70.46103985,70.11865017,69.4361639,70.79760887,70.01896306,68.94588914,68.04083879,68.71084431,66.37890656,63.43943614,62.48433086,60.3968205,57.47949081,58.56341239,58.85497314,57.12915362,56.92431162,56.01604961,55.25248494,54.73322583,55.46651909,50.43887831,50.03242008
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Paraguay,PRY,78.50645045,79.15027602,75.72810676,72.6123848,69.8786001,70.17176291,70.75908291,69.52087972,67.43981351,65.87587678,70.41172727,69.84046309,67.68034482,67.04731441,66.73327223,68.82405154,67.26375919,66.78739162,66.6321644,66.39283501,64.24936534,63.11143459,62.67751243,63.10270665,63.11691455
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Peru,PER,39.42583548,39.91311449,37.30775726,37.07925742,35.93498661,33.28299377,31.71453155,31.73989919,32.69229324,30.6801348,32.15506475,34.841297,34.16584293,34.81735041,32.60696854,32.73182991,33.87948612,32.3720025,25.71716532,28.06083849,30.73129795,29.54725961,28.24987863,25.97167466,25.63570064
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Philippines,PHL,50.9465646,51.96040825,48.70739172,45.85746797,44.43509128,38.94200175,36.87686331,33.79990793,33.43061148,34.06883014,34.84502784,33.53471291,32.8271537,32.04987131,31.31318548,31.4295835,32.59663199,31.20341644,31.72707004,31.22391947,28.81183149,29.3987785,30.22468523,29.30716227,28.7212886
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Pitcairn,PCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Poland,POL,2.501484868,2.064668569,2.302748807,6.131101239,6.195140769,6.332528356,5.865000162,5.982367844,6.534021122,6.40661348,6.921769972,7.286876337,7.484914,7.288547638,7.306480014,7.211977268,7.181253681,7.273469386,8.008337923,8.878320296,9.511587745,10.45901335,10.9362426,11.40019517,11.54735557
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Portugal,PRT,26.9498372,25.79202907,22.41837676,24.37590889,24.94995762,23.74587673,25.35457664,24.54726101,22.4340981,19.02748754,20.11402391,20.82793522,18.27982796,22.09248344,19.86932601,18.07279557,22.33175464,23.14813895,23.18775147,24.89454522,27.82797309,27.21909939,25.51744745,30.1852939,30.49879177
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Puerto Rico,PRI,1.74694285,1.787805931,1.774622893,0.797292647,0.254340374,0.53341868,0.737062206,0.464883779,0.515570221,0.724867485,0.733473916,0.941619586,0.949257853,1.086184568,0.571783717,0.552840317,0.569206718,0.665692483,0.674828049,0.729393033,0.565171318,0.664225988,0.562609729,1.078508026,1.630638745
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Republic of Korea,KOR,1.631946797,0.955805107,0.752918976,0.72597802,0.441574138,0.443589659,0.608637289,0.67645203,0.948918524,0.787125125,0.700449121,0.692195858,0.696660741,0.845579308,0.77020122,0.872923406,0.948657686,1.024921807,1.06066095,1.206796003,1.31495344,1.347611983,1.614257524,1.922273638,2.838097595
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Republic of Moldova,MDA,1.140958086,1.616865807,2.174911289,2.394828337,2.576918551,2.842618381,3.660394252,3.852072968,4.075333975,4.874369085,5.72213936,5.597063232,5.827727635,5.920882206,4.850143633,4.311911745,4.980542971,4.465200205,4.937615268,4.860461121,8.440061985,9.887071009,10.46932839,13.07886153,13.0473475
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Reunion,REU,37.51647862,35.32977374,26.33144386,22.70502635,22.73950593,21.06085399,19.01269584,16.02115712,14.15930389,8.808089024,8.735879607,7.928918551,9.063897843,9.807402145,8.95947004,8.572789343,9.176359684,16.42607835,16.48974457,15.35668202,16.4508585,14.75057047,16.90561105,18.00766228,16.78527008
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Romania,ROU,3.355765863,4.96956103,5.583722484,7.199847861,7.637532502,8.602682632,11.9238043,15.74562403,16.27513736,17.73397306,16.3671851,13.3946065,14.40930994,15.671414,17.27532558,18.51016796,17.41050841,18.17942355,20.38900075,22.18227179,24.09570809,21.11273203,21.55096027,23.09023624,24.34150754
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Russian Federation,RUS,3.751939462,3.766961628,3.980548555,4.038095684,3.866873281,3.87068154,3.694526051,3.745987311,3.585032253,3.820848201,3.497188883,3.621604057,3.45928874,3.280098873,3.554391712,3.615024408,3.483900021,3.669240193,3.307738196,3.599622911,3.342748324,3.22779582,3.354040882,3.666603613,3.455932262
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Rwanda,RWA,84.27065796,84.06274579,82.24605416,82.19464806,79.62266899,88.80677137,89.50923662,91.30192334,90.74809612,90.65220683,86.53198952,86.72938823,87.10819515,87.28762287,87.54213194,89.24477089,90.5856745,90.3099199,90.63054468,90.54182972,90.65554232,89.80872339,89.02843895,88.51422589,88.44690473
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Saint Helena,SHN,15.0655562,15.0655562,13.22781969,9.63407383,9.777803771,12.84611382,12.74929868,10.12046903,10.44639439,10.3065488,10.72964285,10.58866734,12.72732299,12.14387673,14.77730126,8.141220317,8.963377704,3.935970605,9.028077082,10.21239273,10.49702496,11.59966775,8.720943555,11.16296246,10.6091229
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Saint Kitts and Nevis,KNA,40.03232618,34.09211252,33.81190188,38.87641945,41.34279919,36.7317558,30.95743031,34.23356726,32.19564558,27.45813541,26.6385794,26.27683213,24.59440436,26.61720767,22.22038787,25.58335564,0.013438596,0.012990137,0.012913208,0.012701886,0.992491021,0.927930031,1.327948517,1.512150859,1.493438587
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Saint Lucia,LCA,5.467459385,5.11427318,4.248433296,3.616818508,3.276619705,3.097866214,2.858278952,3.000783987,2.648507464,2.527155625,2.615928342,2.313809662,2.767370606,2.442862305,2.538666823,2.498735795,2.475810551,2.419359863,2.391114663,2.255494717,2.204035523,2.177751912,2.178078022,2.173729832,2.145866049
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Saint Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Saint Pierre and Miquelon,SPM,0,0,0,0,0,0,0,0,0,0,0.560170169,0.560170169,0.512854781,0.437781468,0.472184972,0.438414275,0.439664379,0.446553405,0.462696586,0.437696448,0.531253752,0.577220902,0.440011275,0.424201286,0.393528907
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Saint Vincent and the Grenadines,VCT,15.43977823,11.59954856,13.16944389,12.27676076,10.47162838,9.104029466,8.990191433,8.783420451,7.15368605,6.544173378,8.491271327,6.194244891,6.070602777,5.632541224,5.855931784,5.810940178,5.591930069,5.448037755,5.507919482,4.162507366,5.42669193,6.571500343,5.777975891,6.792160042,7.499808797
Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,Samoa,WSM,46.20459551,46.23825603,45.70140634,46.14200308,46.15175195,45.2180992,44.74971119,44.84112109,44.9785495,44.70641532,45.37231473,44.06786552,44.95033721,44.57920567,44.62017769,45.12591606,45.03519336,45.93517177,45.97221356,45.68829202,46.75466546,39.72912069,40.01841714,41.6082595,42.05856783
