Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Montserrat,MSR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Morocco,MAR,44377.2169,48142.71073,47929.737,46766.25325,48565.27654,48712.12466,53655.95587,54521.87764,54802.52433,51990.08325,52736.73569,53922.48639,54418.63374,56930.98053,102138.4242,94132.68579,87787.84713,82264.02077,76185.95579,75833.37732,76988.64887,69896.5815,66512.6025,71665.3243,69683.43331
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Mozambique,MOZ,185064.8285,185339.9947,186497.3766,188981.0271,191723.2448,195349.7415,198698.9774,202536.0523,243640.6433,248433.335,255345.6391,268698.3197,273892.167,286395.0846,298065.1518,304534.3943,310558.382,318725.8884,329671.4043,336827.1525,346626.0567,356871.6786,356769.1336,366058.0932,377727.7588
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Myanmar,MMR,354228.8262,348415.6831,358158.9573,351086.2207,370519.42,372942.3352,368084.3038,374782.3985,380117.0546,376550.7101,382149.3073,390408.502,400198.7078,411708.0123,423829.9679,431689.5599,438117.5238,441915.0255,446124.0754,452205.2262,457707.049,466911.1493,470784.9282,477989.4669,479455.534
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Namibia,NAM,..,11485.51254,11876.78038,11613.82757,10973.34431,12389.90073,13133.28537,13142.61352,14276.47541,14931.40716,13271.12278,13881.83782,14456.14984,14857.00868,15281.13014,16104.34663,16284.20892,16443.3092,14216.05649,14966.08077,15232.55254,16719.26873,17439.33494,18469.20949,18864.15104
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324503658,0.324949893,0.324153067,0.325060523,0.324442005,0.180401904
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Nepal,NPL,229285.6982,234348.3034,239342.5238,244530.4185,250040.4502,255819.2403,261563.9861,267281.629,273283.7039,279832.4424,296792.1564,304942.7971,315976.6839,323323.328,330933.6889,338400.4959,344938.8916,352430.3956,359566.3239,364858.2959,368994.8943,380337.4262,354167.0569,401105.3595,407159.6357
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Netherlands,NLD,21815.67887,22555.26038,23048.57759,23781.58348,24320.93824,25362.80052,27773.95268,30591.90107,31802.66732,33428.67168,35296.64976,36566.7353,39618.34544,40068.56335,47057.29137,57329.30209,64887.7881,75023.55269,81421.52624,87353.07792,82267.12792,92370.39611,97593.71988,98964.15008,100991.6676
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,New Caledonia,NCL,1643.683842,1221.079629,964.944131,855.1554265,980.7296213,810.4171562,1396.43118,1284.604497,1405.844043,1667.569173,1577.01993,1286.771167,1133.490546,1134.595833,1157.515707,1233.436536,1092.043643,1473.284824,1830.757622,1704.332866,1221.860321,1565.122774,1722.408042,1878.663849,1295.147646
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,New Zealand,NZL,114368.5137,113592.0704,107782.2445,117018.8826,126525.4985,131231.1925,127693.4913,121366.7496,129863.5468,129094.5473,136606.3668,128803.3067,143693.8285,140454.1436,155577.9762,146208.2614,148011.9087,147256.4128,140712.54,146893.3257,156343.97,158723.6541,153758.1703,154549.5035,163668.8194
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Nicaragua,NIC,41730.11109,43487.43913,41901.74406,42533.00058,42385.51955,43153.23045,44410.56397,45609.22797,44832.31339,46426.24553,45842.8785,43646.18877,45819.22103,42479.96174,43521.79157,43828.94828,42207.00059,42698.6396,43618.69401,43216.48136,44592.52543,44843.67972,47435.29761,49009.39524,50218.85383
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Niger,NER,..,..,..,..,..,..,..,..,..,..,50335.88674,52137.38304,53883.82292,55690.25965,57343.79444,59293.69422,60997.41329,63148.75124,65346.24392,67375.84575,69407.51612,56843.93239,62082.16348,83128.60112,86410.47153
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Nigeria,NGA,2166562.15,2225275.015,2282308.995,2341769.569,2401997.552,2464968.132,2529784.402,2597340.947,2667666.591,2740576.383,2816985.31,2895388.372,2979575.757,3066631.931,3152682.795,3248712.988,3342934.442,3481159.925,3580264.517,3679508.03,3829802.903,3975347.497,4167970.415,4216089.576,4207479.949
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Niue,NIU,0.330755649,0.330755676,1.086321184,0.330755755,0.330755755,0.330755411,0.330755411,0.330755411,0.34256424,0.34256436,0.342564478,0.342575551,0.354372201,0.395799968,0.395789816,0.395779777,16.39579836,16.39316317,16.40731426,16.40622185,16.61924619,16.62331244,16.61017337,16.61730879,16.63116966
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Norfolk Island,NFK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Norway,NOR,386337.187,391993.3763,392850.8142,401405.6366,407632.6454,414845.2392,410827.4738,416602.7551,440997.8798,449157.3153,444655.0663,446516.6645,438689.5784,416989.2043,431733.6917,445425.9064,431346.2524,441951.7601,451739.0046,423471.5627,449918.8917,430093.6208,445975.8271,443957.527,424043.1891
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Pakistan,PAK,818879.8232,845160.1549,871558.2697,891197.5328,922235.4234,944340.5191,955355.8287,976003.2552,992678.0097,1010792.698,1028856.045,1053960.017,1083577.024,1117838.524,1136601.279,1172801.53,1200229.624,1217336.104,1238551.738,1264985.761,1304829.85,1320087.215,1349411.202,1383726.255,1411974.251
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Panama,PAN,22418.50128,22583.90048,23518.15312,24892.88493,24651.05092,23137.56815,26341.94905,26834.42215,24753.72989,27417.7098,28187.61241,25980.09494,28695.70965,26978.31414,29079.70121,27412.63766,28714.34786,26358.35327,32434.92335,30672.52452,23549.53533,23745.79451,27397.47441,27376.83771,27989.36764
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Papua New Guinea,PNG,57309.24857,57516.14303,57387.96627,57392.59197,58377.2605,58782.32012,59014.29269,58155.01635,58724.74157,60979.78182,60171.79509,59783.26284,59966.16234,59863.29311,59309.01128,59424.2887,59598.28791,60269.28612,60198.62649,60510.0044,60671.90282,60706.48718,60721.88858,60927.2799,61111.12888
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Paraguay,PRY,95868.55736,97409.26877,95583.76565,94288.3987,97919.19861,109671.0511,114282.5778,119820.2832,114090.8963,106488.8259,107479.8871,108620.497,103147.6377,103748.7784,103668.1825,105280.0168,101721.1949,103365.1419,108510.3004,111670.5808,115478.9808,115083.9408,116866.3487,116670.3094,122608.1597
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Peru,PER,139992.8258,139755.8026,127901.452,130173.685,130041.2391,129874.6328,130449.9849,130165.2439,133585.7152,135705.8276,141108.7432,147148.127,148585.9629,149389.7138,150835.4518,148129.8552,157257.262,162577.1581,133397.4274,160474.6623,189989.4746,191905.505,183926.9604,181621.3068,178027.8176
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Philippines,PHL,414292.9773,403667.2999,391404.0094,384339.0307,380371.5486,371579.6005,365038.9701,354904.4653,347219.6971,351832.6495,344955.3625,332443.3443,320953.194,314306.8874,308045.9652,298908.1063,300304.0981,292846.3182,294984.6489,296164.0883,284610.9596,289471.8574,305681.0523,312951.0097,319836.6617
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Pitcairn,PCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Poland,POL,59932.79069,50406.67996,55122.80301,158436.6746,154236.3997,161236.7897,158436.8749,158139.356,159644.6741,152995.1333,154935.9036,164919.7206,168112.3581,168301.2695,173176.0161,173079.3767,179626.8447,182442.8498,204191.3238,224246.6976,258694.1804,277224.4955,288143.3588,294867.4648,289827.2003
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Portugal,PRT,127339.9371,126615.3377,113619.9655,125018.3925,134007.1718,130490.5816,147882.8514,148786.6448,144920.9964,127580.1693,142871.2926,150543.8151,135829.4453,163430.5226,148898.0047,135676.2638,165242.4242,175078.2218,170104.8984,181026.2162,200638.3677,186850.6751,161008.0414,187927.8197,188445.1396
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Puerto Rico,PRI,901.0870976,934.586277,971.393079,442.6217965,146.9120867,320.4032645,453.0456038,301.1944814,319.2596412,517.2335432,518.7010177,681.4915254,717.5022437,854.8229101,438.7731013,439.8397564,451.979733,525.263322,511.4162772,524.493401,421.2531544,477.6807761,396.6128536,765.1224974,1156.560534
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Republic of Korea,KOR,39753.06829,25063.29279,21160.77513,22430.65209,14810.29697,16284.87902,23843.79389,27154.63138,32559.71072,30566.30343,29935.36775,30061.7888,31465.4786,38440.48296,35323.61581,40233.52122,43829.35645,48273.94313,49792.87301,55999.21845,65697.67688,68510.36631,82658.91053,99827.21917,147542.7178
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Republic of Moldova,MDA,3191.152416,3546.378698,3311.665058,3597.349639,3401.508929,3687.648113,3798.569089,3912.407344,3710.888663,3653.882492,3816.108432,4051.244353,4550.297641,5010.53318,4620.955501,4246.512602,4804.017972,4128.282646,4492.147343,4102.958995,8392.845003,9886.090083,10152.8281,12170.95902,12573.17757
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Reunion,REU,7150.892186,7434.843514,5535.151245,4715.700012,5003.023301,5117.296801,4815.8303,4255.501304,3909.672655,2369.458744,2475.912515,2316.619884,2665.106828,2832.94853,2701.508684,2600.070427,2907.056066,5689.528681,5821.087604,5676.219735,6258.168142,5724.523819,6508.496271,6856.597488,6501.599799
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Romania,ROU,59291.63963,71168.80708,60822.28385,72072.06192,78125.01141,92107.50689,142338.0679,181265.8216,171061.4804,161933.2232,150004.0836,125296.4121,133399.8101,151682.7216,169797.2427,181419.6804,172924.7016,175916.2731,204146.4458,201245.8192,220239.0096,194702.6615,202338.2103,206941.3362,216582.3071
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Russian Federation,RUS,918632.8499,894484.0628,872202.3574,863770.2586,722659.399,686544.7233,592119.8162,573213.9205,542464.8002,595924.5635,558631.3656,581026.1694,539904.5025,522354.3388,567817.8487,556457.9697,553221.2266,583469.8065,535540.07,545127.78,532164.2883,529602.0467,536200.9627,576382.1843,547443.0088
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Rwanda,RWA,27900.5991,27930.6711,27959.22535,27933.53058,23345.18342,47520.77866,51158.59245,65302.99765,63454.39926,65955.62669,44838.62714,45090.34008,45179.8588,45075.45938,44894.31906,53014.26759,54610.38008,56387.20205,58302.15811,60214.39115,62125.59043,63978.11799,66101.15873,67693.18386,68557.90233
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Saint Helena,SHN,9.134246722,9.134246722,9.133809496,9.134065398,9.134424283,9.134871539,9.134872507,9.13473535,9.134327252,9.134694205,9.134144955,7.967972174,9.853493457,8.120610367,8.059540109,7.487480326,7.165324136,4.29020796,7.721714328,7.850266289,8.862638171,8.812267592,8.169779922,8.853345523,8.362110666
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Saint Kitts and Nevis,KNA,633.2113193,494.2128999,501.9343022,633.2113447,756.7634021,633.2113919,501.9344878,602.3224991,602.3225766,501.9347152,501.9347685,501.934792,501.9349014,555.9908806,502.1452132,502.1449878,0.210202493,0.210202494,0.210202494,0.21020224,17.07163956,16.49878153,23.28756917,26.73180289,26.73180398
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Saint Lucia,LCA,77.36236331,77.36207612,77.98084284,74.62183777,75.53525875,75.53527191,76.74393238,77.65728881,77.65741704,77.65747062,80.39794166,81.31143637,81.31143663,81.60625816,82.51987281,82.52,82.66731431,83.03896278,83.48385555,81.06924663,81.45013277,81.44726819,81.45576186,81.38183642,81.3903388
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Saint Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Saint Pierre and Miquelon,SPM,0,0,0,0,0,0,0,0,0,0,2.610841121,2.610841121,2.610841121,2.610841121,2.609577465,2.608301887,2.603076923,2.982172949,2.918875141,2.714068136,3.534112459,3.912403272,2.939627329,2.882787097,2.885590062
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Saint Vincent and the Grenadines,VCT,153.9176052,115.9699666,139.5724003,147.9361948,140.9774386,136.3128124,135.6979495,138.3230619,138.1555618,122.092025,142.6593022,123.9307352,134.650219,129.7112286,149.367252,143.6865367,135.8000217,133.1593044,135.2513692,135.5428948,136.333696,153.2250449,153.382148,156.7936185,182.4440987
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Samoa,WSM,1062.622528,1082.622527,1100.060271,1129.002531,1141.471281,1156.579498,1167.421516,1194.917227,1214.996562,1235.278491,1314.240857,1345.026171,1389.985792,1414.083609,1442.949616,1507.625267,1560.69913,1658.787955,1727.19905,1752.717103,1844.770782,1442.39751,1475.118874,1569.654946,1593.321549
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Sao Tome and Principe,STP,612.86,585.98,624.6113067,624.6113067,633.75,633.75,672.382171,672.38214,681.52,701.68,698.6841379,693.6290909,735.6288026,740.2664949,735.3516937,730.5612948,749.3830233,763.0331388,762.1195935,766.2847147,767.3718389,774.774,784.5744315,789.3526736,789.3526736
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Saudi Arabia,SAU,512.799264,512.799264,338.795856,246.39318,536.580288,437.185656,175.971204,161.987292,187.819848,187.819848,187.819848,218.634696,218.634696,218.634696,219.639528,219.639528,250.412508,250.412508,250.412508,250.412508,250.412508,281.227356,284.292931,284.3742805,285.332639
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Senegal,SEN,24822.53471,24998.42494,25174.26853,25372.13963,25560.60454,26276.07687,27037.34366,27785.43468,28577.74358,29405.26125,28481.03277,29142.67814,30055.37106,30161.60718,29776.24192,29265.77341,31888.77288,34429.4156,35358.01912,55005.8659,52866.86042,54568.25624,56216.28242,45841.62305,47353.41523
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Serbia,SRB,75874.21285,74136.53356,64673.25099,57776.0102,57943.80086,62940.49595,70458.63244,64771.96321,64910.14545,68870.17643,68140.78014,70330.10015,68654.80199,61733.0369,63853.56263,64075.47756,61995.18476,59846.15558,59419.00184,71347.67212,74732.22778,66044.33458,68300.22366,68741.59092,74513.35154
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Seychelles,SYC,53.53105327,53.5310617,50.24241661,50.24242224,50.24243092,50.24242591,50.24244271,50.24246565,50.24247415,50.24247829,37.08805368,37.08807927,33.79948598,33.79949737,33.79947381,28.86659774,28.86659788,28.86656554,28.86656856,28.86659899,28.86654183,28.86657007,28.86659937,50.53707646,53.06119274
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Sierra Leone,SLE,38107.18022,37161.33026,36696.1301,35949.10072,35149.41075,36630.45071,36399.18036,38996.66067,39820.74017,40695.38072,41654.08582,41480.83965,41390.25696,41253.13568,41227.04771,41189.02162,41184.28087,41258.99772,41476.28219,41540.64199,41810.11207,41880.47094,41992.44607,42054.21319,42204.34993
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Singapore,SGP,252.4360303,702.4008466,711.5568339,717.701884,722.8125014,725.3896024,723.480003,728.6713838,740.5159247,752.6439957,760.693035,1431.54827,1440.103702,1510.725179,1441.108409,1598.466105,1602.549826,1632.999501,1766.634537,1814.811249,1985.486905,2056.048176,2161.740885,2503.478931,2777.914
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.863498252,3.863495351,3.863498321
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Slovakia,SVK,13179.85418,10504.36878,11034.39849,17682.20421,19678.17876,17695.97757,17187.39944,16817.80435,15554.04662,16015.62917,15697.70054,26433.44294,24325.09351,22587.70725,26085.73841,27551.44883,27772.28248,35058.35528,33595.94803,40395.96801,44596.76201,42163.80889,40631.27019,42541.88811,45203.5361
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Slovenia,SVN,19050.1951,20222.40088,19590.40057,18829.54932,19759.60499,19468.67774,20605.13615,19307.73024,20120.30911,20055.11117,29281.95104,28582.77063,26756.98105,27677.60658,30810.21891,29570.30533,29707.29265,28682.42958,30358.49065,37983.70308,41185.99251,38843.90756,40560.28756,44269.8107,43551.70517
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Solomon Islands,SLB,2776.661738,2775.952282,2775.471889,2774.583524,2772.42333,2836.000196,2835.312853,2925.852835,2925.30015,3237.140811,3236.481435,3235.771866,3235.062312,3234.302644,3233.542843,3232.782962,3232.023253,3131.66324,3130.101536,3144.0679,3158.207947,3169.781635,3177.032006,3186.843291,3199.011667
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Somalia,SOM,79601.54076,74302.02007,75689.04052,76297.95011,77468.17053,78969.3103,81812.62028,120941.7904,95704.58037,65852.18009,66432.59053,68225.35052,70285.99944,72763.24901,74961.03946,77121.14928,79397.88912,81548.44061,83820.85022,86163.99059,88592.57053,89262.25019,89586.75019,89583.68023,91621.70005
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,South Africa,ZAF,326004.6661,334857.9652,335990.8978,340353.4983,349869.1549,355387.806,363259.9576,370388.1297,374478.9883,381332.8881,390795.5783,401776.0706,409343.8727,409564.8599,415594.011,422267.0388,432401.4721,432546.0205,440827.7797,448082.2543,456893.2832,463775.3789,468554.9653,476741.6092,489605.9198
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6858.430951,6539.74932,6786.685779
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Spain,ESP,241808.9118,236942.1135,198957.2968,216495.1048,230894.2758,211024.5674,263237.3665,249598.6518,256963.3464,229042.9438,251199.8613,299027.9445,252761.4193,323092.4082,304944.9309,286009.706,324023.2173,353515.8639,368151.6925,428621.3544,513546.0593,506659.1912,519522.5459,539846.4647,541486.8211
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Sri Lanka,LKA,172399.0676,172748.2754,177884.7376,174825.4818,165134.7794,165508.9606,174491.4302,180318.6588,179006.1069,187804.813,193990.5806,186821.7319,186673.7667,191038.4557,195964.9262,201101.4476,209371.0568,206973.5227,202989.6423,210385.9144,225684.5928,220510.5121,244451.5863,221840.8685,218257.2742
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,St Barthelemy,BLM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,State of Palestine,PSE,4050.070914,4108.340923,4166.611119,4214.882445,4263.150501,4311.421469,4354.849878,4413.625528,4452.602266,4505.098183,4543.705224,4616.781243,6684.202346,7513.23,7760.302308,7564.135019,5948.152867,7159.133181,6746.245593,6680.26459,6114.578015,6279.087612,5927.16,5820.317955,6770.152237
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Sudan,SDN,182666.246,185114.3883,187900.4153,190297.3691,213820.0489,215455.6377,228712.1261,233547.5769,238892.8937,244916.2675,246900.7497,253565.7038,259196.4522,264689.9866,270328.6488,276860.8888,294756.3126,272427.0743,269624.4536,282165.1492,293882.703,297181.4065,246916.047,255872.0001,265663.5325
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,6034.155915,6169.81933,5428.143076,5042.761994,4888.930965,4428.603819,5118.098645,5518.657798,6125.660188,6099.374034,5741.388357,5600.864988,5918.238831,6192.57216,6387.01854
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Swaziland,SWZ,13530.1812,13504.64107,13382.95147,13043.61057,14296.27589,13772.04558,14415.82252,20993.72211,22177.28098,22632.0659,20615.90235,19067.65388,19078.6799,17981.1418,16857.20403,16835.21259,21178.70921,22799.7124,22790.14279,22573.13603,20736.04974,19760.0385,21858.27886,24423.64294,24091.90426
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Sweden,SWE,430486.9749,414044.5159,448607.4365,467846.2443,433673.6807,480167.8702,456267.7276,506580.5011,511554.08,492058.0653,562267.0475,519611.626,498528.3414,478996.6351,488255.8631,539936.9737,548249.729,574613.0385,580866.4958,596301.6163,630467.9152,605894.8391,650364.5019,619211.7842,620484.1632
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Switzerland,CHE,127292.053,136786.4171,135964.5784,139547.5676,138588.9099,137644.6043,133486.8464,135778.1949,136869.6774,150106.9507,146736.5916,155907.6743,147881.3184,151476.4791,153198.5836,160987.5803,154265.7888,159574.0953,168002.3437,169070.9779,182261.0948,168578.0307,186281.5535,191033.0241,178271.9667
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Syrian Arab Republic,SYR,7085.718674,6935.349082,6834.217891,6720.13316,6110.709334,5550.833649,5636.406943,5743.415396,5956.577065,6041.670635,6923.329031,7617.778474,5836.099006,6653.102199,10171.46601,10697.17498,9768.036307,8722.9378,7168.76201,4459.27238,7011.013183,8819.107758,8702.389069,8087.291753,8091.01587
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Tajikistan,TJK,58101.07683,58043.10924,56096.50163,49934.76592,50698.96976,49151.83014,48258.53826,42282.22797,43824.06902,46482.14174,47028.98169,47562.2112,48484.37295,49243.06662,50286.92027,51862.23287,52123.60106,51857.29814,50185.45585,48082.15574,50635.8679,49163.14756,49153.25746,48437.09439,42913.98829
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Thailand,THA,400604.2868,416532.5596,434774.2258,385078.2517,375923.6927,405060.5122,408627.1411,415597.1715,381386.2308,396255.8869,413744.7964,385146.4123,415535.7292,446415.3327,475867.5929,490508.0378,506831.2808,539247.0426,578233.1279,594764.3816,633842.9361,636171.6397,706102.5162,697433.9859,719239.8556
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,The former Yugoslav Republic of Macedonia,MKD,1440.616878,2495.068111,10482.5316,10330.00933,10302.00772,10699.49409,10651.23151,10843.50197,10047.91535,11754.7898,12604.16768,8799.536478,8812.728373,11758.23675,12143.0638,11608.21211,12735.15661,9987.338421,10804.08433,12760.78938,16925.62643,14064.55852,12812.40634,13106.98364,13211.56346
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,1516.41,1459.77158,1405.87367,1353.803983,1298.994104,1245.100294,1193.942753,1144.613523,1097.112314,1052.351361,1008.502997,1008.503142,1008.50324
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Togo,TGO,27894.39335,28852.33817,30057.48996,30736.50879,31492.30477,33147.17159,34343.60546,34983.55056,35932.85215,40240.07942,41278.89928,42044.16861,43384.96414,44760.13489,45392.29789,46705.59728,47640.58538,49328.39997,50738.3863,54862.59209,55930.07981,58707.11923,60547.96228,62140.473,64230.32092
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Tokelau,TKL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Tonga,TON,14.28005911,14.21810767,14.2180718,13.97492871,13.98619037,13.89903433,14.00082343,14.27543484,14.07237278,14.02178469,29.46614923,29.36767701,29.27852017,29.18931197,29.10916848,29.01983343,29.30079758,29.21869893,28.66347515,28.6635033,13.20652806,13.28094757,13.51196337,19.86938525,21.25139107
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Trinidad and Tobago,TTO,744.2863474,717.3811751,730.4498527,727.8959047,729.782393,724.4676272,647.6474253,661.4061294,650.1781366,642.8250272,643.8590831,665.32757,647.8321888,597.9193782,625.4388797,615.4412618,687.474151,592.4023481,588.3790008,583.1303864,514.515852,509.491692,504.5094,499.48524,494.502948
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Tunisia,TUN,22049.90249,22729.21208,23049.11827,23467.99811,24600.98923,25760.2858,27014.07083,28111.99164,29365.95985,30592.88325,31748.34576,32886.94405,34104.24569,35648.95751,36844.64261,38040.92165,39156.87936,40345.56886,41655.30646,45642.70466,38302.71011,38393.65143,39137.94686,39677.70769,40091.74101
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Turkey,TUR,383425.2948,381870.8745,393045.5542,412431.2356,403602.7264,405932.5305,423220.5021,428130.669,440683.328,413140.7088,393174.825,368797.8503,389855.2922,388551.6727,413515.05,391400.1172,398480.7866,369857.1581,359505.2179,371485.0146,423944.2621,404272.1036,431327.7965,453543.8093,389287.4139
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Turkmenistan,TKM,1450.856577,1409.085794,6.017562036,8.670402252,6.915881844,7.34532192,8.359909164,7.380993456,375.8021438,373.5668532,363.791052,363.791052,372.792672,372.792672,372.792672,372.792672,438.77664,438.77664,438.77664,438.77664,438.77664,438.77664,277.208028,307.981008,307.981008
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Turks and Caicos Islands,TCA,1.363077829,0.959782631,0.597800832,1.125934231,1.303570582,1.574213897,1.690245704,1.793034763,2.015256959,2.209458914,2.100356309,2.221778072,3.800459854,3.945832995,4.084207125,4.247920518,4.468497741,4.707353734,4.930029852,5.180109426,5.448416177,5.621263241,5.621263499,5.895873302,6.44398175
Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
