pais,energia_tipo,anio,energia_cons,energia_produccion,pbi,poblacion,energia_intensidad_per_capita,energia_intensidad_by_pbi,co2_emision_co2
Antigua and Barbuda,nuclear,2017,,,1.93,95.31,105.16,5.2,0.0
Antigua and Barbuda,renewables_n_other,2017,0.0,0.0,1.93,95.31,105.16,5.2,0.0
Argentina,all_energy_types,2017,3.66,3.21,873.6,43987.2,83.28,4.19,214.12
Argentina,coal,2017,0.04,0.0,873.6,43987.2,83.28,4.19,3.73
Argentina,natural_gas,2017,1.81,1.51,873.6,43987.2,83.28,4.19,94.82
Argentina,petroleum_n_other_liquids,2017,1.4,1.19,873.6,43987.2,83.28,4.19,115.57
Argentina,nuclear,2017,0.07,0.07,873.6,43987.2,83.28,4.19,0.0
Argentina,renewables_n_other,2017,0.34,0.44,873.6,43987.2,83.28,4.19,0.0
Armenia,all_energy_types,2017,0.15,0.05,31.42,2944.79,50.57,4.74,5.39
Armenia,coal,2017,0.0,0.0,31.42,2944.79,50.57,4.74,0.0
Armenia,natural_gas,2017,0.09,0.0,31.42,2944.79,50.57,4.74,4.35
Armenia,petroleum_n_other_liquids,2017,0.02,0.0,31.42,2944.79,50.57,4.74,1.04
Armenia,nuclear,2017,0.03,0.03,31.42,2944.79,50.57,4.74,0.0
Armenia,renewables_n_other,2017,0.02,0.02,31.42,2944.79,50.57,4.74,0.0
Aruba,all_energy_types,2017,0.02,0.0,3.2,105.36,175.91,5.79,1.2
Aruba,coal,2017,0.0,0.0,3.2,105.36,175.91,5.79,0.0
Aruba,natural_gas,2017,0.0,0.0,3.2,105.36,175.91,5.79,0.0
Aruba,petroleum_n_other_liquids,2017,0.02,0.0,3.2,105.36,175.91,5.79,1.2
Aruba,nuclear,2017,,,3.2,105.36,175.91,5.79,0.0
Aruba,renewables_n_other,2017,0.0,0.0,3.2,105.36,175.91,5.79,0.0
Australia,all_energy_types,2017,6.2,16.72,1170.25,24644.28,251.59,5.3,407.21
Australia,coal,2017,1.83,11.81,1170.25,24644.28,251.59,5.3,174.93
Australia,natural_gas,2017,1.63,3.92,1170.25,24644.28,251.59,5.3,82.85
Australia,petroleum_n_other_liquids,2017,2.37,0.62,1170.25,24644.28,251.59,5.3,149.43
Australia,nuclear,2017,,,1170.25,24644.28,251.59,5.3,0.0
Australia,renewables_n_other,2017,0.36,0.37,1170.25,24644.28,251.59,5.3,0.0
Austria,all_energy_types,2017,1.49,0.55,449.92,8803.74,169.65,3.32,63.75
Austria,coal,2017,0.08,0.0,449.92,8803.74,169.65,3.32,11.23
Austria,natural_gas,2017,0.34,0.05,449.92,8803.74,169.65,3.32,16.8
Austria,petroleum_n_other_liquids,2017,0.55,0.03,449.92,8803.74,169.65,3.32,35.72
Austria,nuclear,2017,,,449.92,8803.74,169.65,3.32,0.0
Austria,renewables_n_other,2017,0.52,0.48,449.92,8803.74,169.65,3.32,0.0
Azerbaijan,all_energy_types,2017,0.61,2.34,140.02,9845.32,61.62,4.33,33.77
Azerbaijan,coal,2017,0.0,0.0,140.02,9845.32,61.62,4.33,0.0
Azerbaijan,natural_gas,2017,0.38,0.63,140.02,9845.32,61.62,4.33,20.94
Azerbaijan,petroleum_n_other_liquids,2017,0.21,1.7,140.02,9845.32,61.62,4.33,12.83
Azerbaijan,nuclear,2017,,,140.02,9845.32,61.62,4.33,0.0
Azerbaijan,renewables_n_other,2017,0.01,0.02,140.02,9845.32,61.62,4.33,0.0
Bahrain,all_energy_types,2017,0.71,1.03,67.53,1501.12,475.09,10.56,39.16
Bahrain,coal,2017,0.0,0.0,67.53,1501.12,475.09,10.56,0.0
Bahrain,natural_gas,2017,0.59,0.59,67.53,1501.12,475.09,10.56,30.07
Bahrain,petroleum_n_other_liquids,2017,0.13,0.44,67.53,1501.12,475.09,10.56,9.09
Bahrain,nuclear,2017,,,67.53,1501.12,475.09,10.56,0.0
Bahrain,renewables_n_other,2017,0.0,0.0,67.53,1501.12,475.09,10.56,0.0
Bangladesh,all_energy_types,2017,1.46,1.15,684.15,159685.0,9.14,2.13,81.19
Bangladesh,coal,2017,0.08,0.02,684.15,159685.0,9.14,2.13,6.57
Bangladesh,natural_gas,2017,1.09,1.09,684.15,159685.0,9.14,2.13,57.51
Bangladesh,petroleum_n_other_liquids,2017,0.26,0.03,684.15,159685.0,9.14,2.13,17.11
Bangladesh,nuclear,2017,,,684.15,159685.0,9.14,2.13,0.0
Bangladesh,renewables_n_other,2017,0.03,0.01,684.15,159685.0,9.14,2.13,0.0
Barbados,all_energy_types,2017,0.02,0.0,4.56,286.23,78.7,4.94,1.74
Barbados,coal,2017,0.0,0.0,4.56,286.23,78.7,4.94,0.0
Barbados,natural_gas,2017,0.0,0.0,4.56,286.23,78.7,4.94,0.04
Barbados,petroleum_n_other_liquids,2017,0.02,0.0,4.56,286.23,78.7,4.94,1.7
Barbados,nuclear,2017,,,4.56,286.23,78.7,4.94,0.0
Barbados,renewables_n_other,2017,0.0,0.0,4.56,286.23,78.7,4.94,0.0
Belarus,all_energy_types,2017,0.94,0.08,170.95,9450.23,99.58,5.5,52.9
Belarus,coal,2017,0.02,0.0,170.95,9450.23,99.58,5.5,1.59
Belarus,natural_gas,2017,0.65,0.0,170.95,9450.23,99.58,5.5,33.45
Belarus,petroleum_n_other_liquids,2017,0.26,0.07,170.95,9450.23,99.58,5.5,17.86
Belarus,nuclear,2017,,,170.95,9450.23,99.58,5.5,0.0
Belarus,renewables_n_other,2017,0.02,0.01,170.95,9450.23,99.58,5.5,0.0
Belgium,all_energy_types,2017,2.66,0.59,536.15,11381.03,233.88,4.96,121.13
Belgium,coal,2017,0.1,0.0,536.15,11381.03,233.88,4.96,9.94
Belgium,natural_gas,2017,0.63,0.0,536.15,11381.03,233.88,4.96,33.05
Belgium,petroleum_n_other_liquids,2017,1.33,0.0,536.15,11381.03,233.88,4.96,78.14
Belgium,nuclear,2017,0.42,0.42,536.15,11381.03,233.88,4.96,0.0
Belgium,renewables_n_other,2017,0.18,0.18,536.15,11381.03,233.88,4.96,0.0
Belize,all_energy_types,2017,0.01,0.01,2.66,375.78,37.08,5.23,0.59
Belize,coal,2017,0.0,0.0,2.66,375.78,37.08,5.23,0.0
Belize,natural_gas,2017,0.0,0.0,2.66,375.78,37.08,5.23,0.0
Belize,petroleum_n_other_liquids,2017,0.01,0.0,2.66,375.78,37.08,5.23,0.59
Belize,nuclear,2017,,,2.66,375.78,37.08,5.23,0.0
Belize,renewables_n_other,2017,0.0,0.0,2.66,375.78,37.08,5.23,0.0
Benin,all_energy_types,2017,0.1,0.0,33.34,11175.2,8.99,3.01,6.5
Benin,coal,2017,0.0,0.0,33.34,11175.2,8.99,3.01,0.19
Benin,natural_gas,2017,0.0,0.0,33.34,11175.2,8.99,3.01,0.0
Benin,petroleum_n_other_liquids,2017,0.09,0.0,33.34,11175.2,8.99,3.01,6.31
Benin,nuclear,2017,,,33.34,11175.2,8.99,3.01,0.0
Benin,renewables_n_other,2017,0.0,0.0,33.34,11175.2,8.99,3.01,0.0
Bermuda,all_energy_types,2017,0.01,0.0,6.48,63.13,168.99,1.65,0.81
Bermuda,coal,2017,0.0,0.0,6.48,63.13,168.99,1.65,0.0
Bermuda,natural_gas,2017,0.0,0.0,6.48,63.13,168.99,1.65,0.0
Bermuda,petroleum_n_other_liquids,2017,0.01,0.0,6.48,63.13,168.99,1.65,0.81
Bermuda,nuclear,2017,,,6.48,63.13,168.99,1.65,0.0
Bermuda,renewables_n_other,2017,0.0,0.0,6.48,63.13,168.99,1.65,0.0
Bhutan,all_energy_types,2017,0.06,0.07,7.46,745.38,84.21,8.42,0.74
Bhutan,coal,2017,0.0,0.0,7.46,745.38,84.21,8.42,0.21
Bhutan,natural_gas,2017,0.0,0.0,7.46,745.38,84.21,8.42,0.0
Bhutan,petroleum_n_other_liquids,2017,0.01,0.0,7.46,745.38,84.21,8.42,0.53
Bhutan,nuclear,2017,,,7.46,745.38,84.21,8.42,0.0
Bhutan,renewables_n_other,2017,0.05,0.07,7.46,745.38,84.21,8.42,0.0
Bolivia,all_energy_types,2017,0.31,0.83,84.24,11192.8,27.67,3.68,17.25
Bolivia,coal,2017,0.0,0.0,84.24,11192.8,27.67,3.68,0.0
Bolivia,natural_gas,2017,0.12,0.69,84.24,11192.8,27.67,3.68,6.24
Bolivia,petroleum_n_other_liquids,2017,0.17,0.12,84.24,11192.8,27.67,3.68,11.01
Bolivia,nuclear,2017,,,84.24,11192.8,27.67,3.68,0.0
Bolivia,renewables_n_other,2017,0.02,0.02,84.24,11192.8,27.67,3.68,0.0
Bosnia and Herzegovina,all_energy_types,2017,0.25,0.14,44.36,3351.53,73.34,5.54,17.54
Bosnia and Herzegovina,coal,2017,0.15,0.1,44.36,3351.53,73.34,5.54,12.04
Bosnia and Herzegovina,natural_gas,2017,0.01,0.0,44.36,3351.53,73.34,5.54,0.4
Bosnia and Herzegovina,petroleum_n_other_liquids,2017,0.07,0.0,44.36,3351.53,73.34,5.54,5.11
Bosnia and Herzegovina,nuclear,2017,,,44.36,3351.53,73.34,5.54,0.0
Bosnia and Herzegovina,renewables_n_other,2017,0.02,0.03,44.36,3351.53,73.34,5.54,0.0
Botswana,all_energy_types,2017,0.08,0.05,34.53,2205.07,36.72,2.35,6.79
Botswana,coal,2017,0.04,0.05,34.53,2205.07,36.72,2.35,3.55
Botswana,natural_gas,2017,0.0,0.0,34.53,2205.07,36.72,2.35,0.0
Botswana,petroleum_n_other_liquids,2017,0.04,0.0,34.53,2205.07,36.72,2.35,3.23
Botswana,nuclear,2017,,,34.53,2205.07,36.72,2.35,0.0
Botswana,renewables_n_other,2017,0.0,0.0,34.53,2205.07,36.72,2.35,0.0
Brazil,all_energy_types,2017,12.51,11.93,2955.12,208039.8,60.11,4.23,466.8
Brazil,coal,2017,0.69,0.08,2955.12,208039.8,60.11,4.23,64.73
Brazil,natural_gas,2017,1.28,0.9,2955.12,208039.8,60.11,4.23,66.65
Brazil,petroleum_n_other_liquids,2017,5.95,5.83,2955.12,208039.8,60.11,4.23,335.42
Brazil,nuclear,2017,0.15,0.15,2955.12,208039.8,60.11,4.23,0.0
Brazil,renewables_n_other,2017,4.43,4.97,2955.12,208039.8,60.11,4.23,0.0
British Virgin Islands,all_energy_types,2017,0.0,0.0,1.37,29.57,82.04,1.76,0.19
British Virgin Islands,coal,2017,0.0,0.0,1.37,29.57,82.04,1.76,0.0
British Virgin Islands,natural_gas,2017,0.0,0.0,1.37,29.57,82.04,1.76,0.0
British Virgin Islands,petroleum_n_other_liquids,2017,0.0,0.0,1.37,29.57,82.04,1.76,0.19
British Virgin Islands,nuclear,2017,,,1.37,29.57,82.04,1.76,0.0
British Virgin Islands,renewables_n_other,2017,0.0,0.0,1.37,29.57,82.04,1.76,0.0
Brunei,all_energy_types,2017,0.18,0.71,25.65,424.48,412.77,6.83,9.74
Brunei,coal,2017,0.0,0.0,25.65,424.48,412.77,6.83,0.0
Brunei,natural_gas,2017,0.15,0.47,25.65,424.48,412.77,6.83,7.46
Brunei,petroleum_n_other_liquids,2017,0.03,0.24,25.65,424.48,412.77,6.83,2.29
Brunei,nuclear,2017,,,25.65,424.48,412.77,6.83,0.0
Brunei,renewables_n_other,2017,0.0,0.0,25.65,424.48,412.77,6.83,0.0
Bulgaria,all_energy_types,2017,0.76,0.47,139.52,7069.47,107.54,5.45,41.73
Bulgaria,coal,2017,0.25,0.24,139.52,7069.47,107.54,5.45,22.95
Bulgaria,natural_gas,2017,0.12,0.0,139.52,7069.47,107.54,5.45,6.13
Bulgaria,petroleum_n_other_liquids,2017,0.18,0.0,139.52,7069.47,107.54,5.45,12.66
Bulgaria,nuclear,2017,0.16,0.16,139.52,7069.47,107.54,5.45,0.0
Bulgaria,renewables_n_other,2017,0.04,0.06,139.52,7069.47,107.54,5.45,0.0
Burkina Faso,all_energy_types,2017,0.06,0.0,34.92,19193.2,3.1,1.7,3.42
Burkina Faso,coal,2017,0.0,0.0,34.92,19193.2,3.1,1.7,0.0
Burkina Faso,natural_gas,2017,0.0,0.0,34.92,19193.2,3.1,1.7,0.0
Burkina Faso,petroleum_n_other_liquids,2017,0.06,0.0,34.92,19193.2,3.1,1.7,3.42
Burkina Faso,nuclear,2017,,,34.92,19193.2,3.1,1.7,0.0
Burkina Faso,renewables_n_other,2017,0.0,0.0,34.92,19193.2,3.1,1.7,0.0
Burma,all_energy_types,2017,0.58,0.85,243.37,53382.5,10.92,2.4,22.8
Burma,coal,2017,0.03,0.02,243.37,53382.5,10.92,2.4,1.6
Burma,natural_gas,2017,0.17,0.68,243.37,53382.5,10.92,2.4,8.7
Burma,petroleum_n_other_liquids,2017,0.28,0.02,243.37,53382.5,10.92,2.4,12.49
Burma,nuclear,2017,,,243.37,53382.5,10.92,2.4,0.0
Burma,renewables_n_other,2017,0.11,0.11,243.37,53382.5,10.92,2.4,0.0
Burundi,all_energy_types,2017,0.01,0.0,8.54,10827.0,0.87,1.1,0.43
Burundi,coal,2017,0.0,0.0,8.54,10827.0,0.87,1.1,0.0
Burundi,natural_gas,2017,0.0,0.0,8.54,10827.0,0.87,1.1,0.0
Burundi,petroleum_n_other_liquids,2017,0.01,0.0,8.54,10827.0,0.87,1.1,0.43
Burundi,nuclear,2017,,,8.54,10827.0,0.87,1.1,0.0
Burundi,renewables_n_other,2017,0.0,0.0,8.54,10827.0,0.87,1.1,0.0
Cabo Verde,all_energy_types,2017,0.01,0.0,3.42,537.5,26.86,4.23,0.95
Cabo Verde,coal,2017,0.0,0.0,3.42,537.5,26.86,4.23,0.0
Cabo Verde,natural_gas,2017,0.0,0.0,3.42,537.5,26.86,4.23,0.0
Cabo Verde,petroleum_n_other_liquids,2017,0.01,0.0,3.42,537.5,26.86,4.23,0.95
Cabo Verde,nuclear,2017,,,3.42,537.5,26.86,4.23,0.0
Cabo Verde,renewables_n_other,2017,0.0,0.0,3.42,537.5,26.86,4.23,0.0
Cambodia,all_energy_types,2017,0.16,0.03,60.14,16009.4,9.93,2.64,9.29
Cambodia,coal,2017,0.03,0.0,60.14,16009.4,9.93,2.64,2.38
Cambodia,natural_gas,2017,0.0,0.0,60.14,16009.4,9.93,2.64,0.0
Cambodia,petroleum_n_other_liquids,2017,0.1,0.0,60.14,16009.4,9.93,2.64,6.91
Cambodia,nuclear,2017,,,60.14,16009.4,9.93,2.64,0.0
Cambodia,renewables_n_other,2017,0.03,0.03,60.14,16009.4,9.93,2.64,0.0
Cameroon,all_energy_types,2017,0.16,0.25,82.32,24566.1,6.44,1.92,6.92
Cameroon,coal,2017,0.0,0.0,82.32,24566.1,6.44,1.92,0.0
Cameroon,natural_gas,2017,0.03,0.03,82.32,24566.1,6.44,1.92,1.41
Cameroon,petroleum_n_other_liquids,2017,0.08,0.16,82.32,24566.1,6.44,1.92,5.51
Cameroon,nuclear,2017,,,82.32,24566.1,6.44,1.92,0.0
Cameroon,renewables_n_other,2017,0.05,0.05,82.32,24566.1,6.44,1.92,0.0
Canada,all_energy_types,2017,14.97,22.7,1659.72,36545.25,409.6,9.02,579.44
Canada,coal,2017,0.7,1.29,1659.72,36545.25,409.6,9.02,70.7
Canada,natural_gas,2017,4.35,6.55,1659.72,36545.25,409.6,9.02,216.02
Canada,petroleum_n_other_liquids,2017,4.99,9.7,1659.72,36545.25,409.6,9.02,292.72
Canada,nuclear,2017,1.08,1.08,1659.72,36545.25,409.6,9.02,0.0
Canada,renewables_n_other,2017,3.85,4.08,1659.72,36545.25,409.6,9.02,0.0
Cayman Islands,all_energy_types,2017,0.01,0.0,3.52,63.32,160.02,2.88,0.63
Cayman Islands,coal,2017,0.0,0.0,3.52,63.32,160.02,2.88,0.0
Cayman Islands,natural_gas,2017,0.0,0.0,3.52,63.32,160.02,2.88,0.0
Cayman Islands,petroleum_n_other_liquids,2017,0.01,0.0,3.52,63.32,160.02,2.88,0.63
Cayman Islands,nuclear,2017,,,3.52,63.32,160.02,2.88,0.0
Cayman Islands,renewables_n_other,2017,0.0,0.0,3.52,63.32,160.02,2.88,0.0
Central African Republic,all_energy_types,2017,0.01,0.0,3.87,4596.02,1.12,1.33,0.26
Central African Republic,coal,2017,0.0,0.0,3.87,4596.02,1.12,1.33,0.0
Central African Republic,natural_gas,2017,0.0,0.0,3.87,4596.02,1.12,1.33,0.0
Central African Republic,petroleum_n_other_liquids,2017,0.0,0.0,3.87,4596.02,1.12,1.33,0.26
Central African Republic,nuclear,2017,,,3.87,4596.02,1.12,1.33,0.0
Central African Republic,renewables_n_other,2017,0.0,0.0,3.87,4596.02,1.12,1.33,0.0
Chad,all_energy_types,2017,0.02,0.29,23.68,15016.8,1.52,0.97,1.53
Chad,coal,2017,0.0,0.0,23.68,15016.8,1.52,0.97,0.0
Chad,natural_gas,2017,0.0,0.0,23.68,15016.8,1.52,0.97,0.0
Chad,petroleum_n_other_liquids,2017,0.02,0.29,23.68,15016.8,1.52,0.97,1.53
Chad,nuclear,2017,,,23.68,15016.8,1.52,0.97,0.0
Chad,renewables_n_other,2017,0.0,0.0,23.68,15016.8,1.52,0.97,0.0
Chile,all_energy_types,2017,1.51,0.42,420.04,18312.55,82.55,3.6,85.14
Chile,coal,2017,0.29,0.04,420.04,18312.55,82.55,3.6,26.19
Chile,natural_gas,2017,0.19,0.05,420.04,18312.55,82.55,3.6,9.42
Chile,petroleum_n_other_liquids,2017,0.72,0.01,420.04,18312.55,82.55,3.6,49.53
Chile,nuclear,2017,,,420.04,18312.55,82.55,3.6,0.0
Chile,renewables_n_other,2017,0.32,0.32,420.04,18312.55,82.55,3.6,0.0
China,all_energy_types,2017,142.02,111.96,20444.71,1421755.0,99.89,6.95,10261.6
China,coal,2017,89.37,80.53,20444.71,1421755.0,99.89,6.95,8426.84
China,natural_gas,2017,8.81,5.38,20444.71,1421755.0,99.89,6.95,405.48
China,petroleum_n_other_liquids,2017,26.36,8.21,20444.71,1421755.0,99.89,6.95,1429.27
China,nuclear,2017,2.38,2.38,20444.71,1421755.0,99.89,6.95,0.0
China,renewables_n_other,2017,15.1,15.46,20444.71,1421755.0,99.89,6.95,0.0
Colombia,all_energy_types,2017,1.68,5.21,652.31,48909.8,34.38,2.58,78.01
Colombia,coal,2017,0.17,2.38,652.31,48909.8,34.38,2.58,11.98
Colombia,natural_gas,2017,0.35,0.35,652.31,48909.8,34.38,2.58,18.98
Colombia,petroleum_n_other_liquids,2017,0.66,1.88,652.31,48909.8,34.38,2.58,47.05
Colombia,nuclear,2017,,,652.31,48909.8,34.38,2.58,0.0
Colombia,renewables_n_other,2017,0.5,0.6,652.31,48909.8,34.38,2.58,0.0
Comoros,all_energy_types,2017,0.0,0.0,2.26,813.89,4.77,1.72,0.22
Comoros,coal,2017,0.0,0.0,2.26,813.89,4.77,1.72,0.0
Comoros,natural_gas,2017,0.0,0.0,2.26,813.89,4.77,1.72,0.0
Comoros,petroleum_n_other_liquids,2017,0.0,0.0,2.26,813.89,4.77,1.72,0.22
Comoros,nuclear,2017,,,2.26,813.89,4.77,1.72,0.0
Comoros,renewables_n_other,2017,0.0,0.0,2.26,813.89,4.77,1.72,0.0
Congo-Brazzaville,all_energy_types,2017,0.09,0.59,19.3,5110.7,17.97,4.76,5.16
Congo-Brazzaville,coal,2017,0.0,0.0,19.3,5110.7,17.97,4.76,0.0
Congo-Brazzaville,natural_gas,2017,0.05,0.05,19.3,5110.7,17.97,4.76,2.75
Congo-Brazzaville,petroleum_n_other_liquids,2017,0.03,0.53,19.3,5110.7,17.97,4.76,2.41
Congo-Brazzaville,nuclear,2017,,,19.3,5110.7,17.97,4.76,0.0
Congo-Brazzaville,renewables_n_other,2017,0.01,0.01,19.3,5110.7,17.97,4.76,0.0
Congo-Kinshasa,all_energy_types,2017,0.13,0.13,73.33,81398.8,1.54,1.71,2.4
Congo-Kinshasa,coal,2017,0.0,0.0,73.33,81398.8,1.54,1.71,0.04
Congo-Kinshasa,natural_gas,2017,0.0,0.0,73.33,81398.8,1.54,1.71,0.0
Congo-Kinshasa,petroleum_n_other_liquids,2017,0.04,0.04,73.33,81398.8,1.54,1.71,2.36
Congo-Kinshasa,nuclear,2017,,,73.33,81398.8,1.54,1.71,0.0
Congo-Kinshasa,renewables_n_other,2017,0.09,0.09,73.33,81398.8,1.54,1.71,0.0
Cook Islands,all_energy_types,2017,0.0,0.0,,,0.0,0.0,0.11
Cook Islands,coal,2017,0.0,0.0,,,0.0,0.0,0.0
Cook Islands,natural_gas,2017,0.0,0.0,,,0.0,0.0,0.0
Cook Islands,petroleum_n_other_liquids,2017,0.0,0.0,,,0.0,0.0,0.11
Cook Islands,nuclear,2017,,,,,0.0,0.0,0.0
Cook Islands,renewables_n_other,2017,0.0,0.0,,,0.0,0.0,0.0
Costa Rica,all_energy_types,2017,0.22,0.1,89.93,4949.96,43.81,2.41,7.72
Costa Rica,coal,2017,0.0,0.0,89.93,4949.96,43.81,2.41,0.0
Costa Rica,natural_gas,2017,0.0,0.0,89.93,4949.96,43.81,2.41,0.0
Costa Rica,petroleum_n_other_liquids,2017,0.11,0.0,89.93,4949.96,43.81,2.41,7.72
Costa Rica,nuclear,2017,,,89.93,4949.96,43.81,2.41,0.0
Costa Rica,renewables_n_other,2017,0.1,0.1,89.93,4949.96,43.81,2.41,0.0
Croatia,all_energy_types,2017,0.35,0.13,103.57,4123.76,84.88,3.38,16.4
Croatia,coal,2017,0.02,0.0,103.57,4123.76,84.88,3.38,2.56
Croatia,natural_gas,2017,0.1,0.04,103.57,4123.76,84.88,3.38,4.32
Croatia,petroleum_n_other_liquids,2017,0.15,0.03,103.57,4123.76,84.88,3.38,9.53
Croatia,nuclear,2017,,,103.57,4123.76,84.88,3.38,0.0
Croatia,renewables_n_other,2017,0.09,0.07,103.57,4123.76,84.88,3.38,0.0
Cuba,all_energy_types,2017,0.36,0.15,145.96,11339.2,31.91,2.48,23.15
Cuba,coal,2017,0.0,0.0,145.96,11339.2,31.91,2.48,0.02
Cuba,natural_gas,2017,0.04,0.04,145.96,11339.2,31.91,2.48,2.21
Cuba,petroleum_n_other_liquids,2017,0.32,0.1,145.96,11339.2,31.91,2.48,20.92
Cuba,nuclear,2017,,,145.96,11339.2,31.91,2.48,0.0
Cuba,renewables_n_other,2017,0.01,0.01,145.96,11339.2,31.91,2.48,0.0
Cyprus,all_energy_types,2017,0.12,0.0,30.4,864.24,135.48,3.85,7.95
Cyprus,coal,2017,0.0,0.0,30.4,864.24,135.48,3.85,0.0
Cyprus,natural_gas,2017,0.0,0.0,30.4,864.24,135.48,3.85,0.0
Cyprus,petroleum_n_other_liquids,2017,0.11,0.0,30.4,864.24,135.48,3.85,7.95
Cyprus,nuclear,2017,,,30.4,864.24,135.48,3.85,0.0
Cyprus,renewables_n_other,2017,0.0,0.0,30.4,864.24,135.48,3.85,0.0
Czech Republic,all_energy_types,2017,1.78,1.06,385.99,10598.3,167.79,4.61,105.09
Czech Republic,coal,2017,0.69,0.64,385.99,10598.3,167.79,4.61,65.69
Czech Republic,natural_gas,2017,0.32,0.01,385.99,10598.3,167.79,4.61,16.37
Czech Republic,petroleum_n_other_liquids,2017,0.44,0.0,385.99,10598.3,167.79,4.61,23.04
Czech Republic,nuclear,2017,0.3,0.3,385.99,10598.3,167.79,4.61,0.0
Czech Republic,renewables_n_other,2017,0.03,0.1,385.99,10598.3,167.79,4.61,0.0
Côte d’Ivoire,all_energy_types,2017,0.2,0.18,124.38,24437.5,8.0,1.57,11.26
Côte d’Ivoire,coal,2017,0.0,0.0,124.38,24437.5,8.0,1.57,0.0
Côte d’Ivoire,natural_gas,2017,0.08,0.08,124.38,24437.5,8.0,1.57,4.33
Côte d’Ivoire,petroleum_n_other_liquids,2017,0.1,0.08,124.38,24437.5,8.0,1.57,6.92
Côte d’Ivoire,nuclear,2017,,,124.38,24437.5,8.0,1.57,0.0
Côte d’Ivoire,renewables_n_other,2017,0.01,0.02,124.38,24437.5,8.0,1.57,0.0
Denmark,all_energy_types,2017,0.74,0.68,295.95,5769.03,127.9,2.49,38.3
Denmark,coal,2017,0.06,0.0,295.95,5769.03,127.9,2.49,7.88
Denmark,natural_gas,2017,0.12,0.19,295.95,5769.03,127.9,2.49,6.83
Denmark,petroleum_n_other_liquids,2017,0.33,0.28,295.95,5769.03,127.9,2.49,23.59
Denmark,nuclear,2017,,,295.95,5769.03,127.9,2.49,0.0
Denmark,renewables_n_other,2017,0.22,0.21,295.95,5769.03,127.9,2.49,0.0
Djibouti,all_energy_types,2017,0.01,0.0,5.01,943.6,9.58,1.81,0.74
Djibouti,coal,2017,0.0,0.0,5.01,943.6,9.58,1.81,0.0
Djibouti,natural_gas,2017,0.0,0.0,5.01,943.6,9.58,1.81,0.0
Djibouti,petroleum_n_other_liquids,2017,0.01,0.0,5.01,943.6,9.58,1.81,0.74
Djibouti,nuclear,2017,,,5.01,943.6,9.58,1.81,0.0
Djibouti,renewables_n_other,2017,0.0,0.0,5.01,943.6,9.58,1.81,0.0
Dominica,all_energy_types,2017,0.0,0.0,0.76,71.46,37.91,3.57,0.19
Dominica,coal,2017,0.0,0.0,0.76,71.46,37.91,3.57,0.0
Dominica,natural_gas,2017,0.0,0.0,0.76,71.46,37.91,3.57,0.0
Dominica,petroleum_n_other_liquids,2017,0.0,0.0,0.76,71.46,37.91,3.57,0.19
Dominica,nuclear,2017,,,0.76,71.46,37.91,3.57,0.0
Dominica,renewables_n_other,2017,0.0,0.0,0.76,71.46,37.91,3.57,0.0
Dominican Republic,all_energy_types,2017,0.35,0.03,169.19,10513.1,33.14,2.06,23.76
Dominican Republic,coal,2017,0.03,0.0,169.19,10513.1,33.14,2.06,2.77
Dominican Republic,natural_gas,2017,0.04,0.0,169.19,10513.1,33.14,2.06,2.05
Dominican Republic,petroleum_n_other_liquids,2017,0.25,0.0,169.19,10513.1,33.14,2.06,18.94
Dominican Republic,nuclear,2017,,,169.19,10513.1,33.14,2.06,0.0
Dominican Republic,renewables_n_other,2017,0.03,0.03,169.19,10513.1,33.14,2.06,0.0
Ecuador,all_energy_types,2017,0.69,1.38,181.31,16785.4,41.39,3.83,36.85
Ecuador,coal,2017,0.0,0.0,181.31,16785.4,41.39,3.83,0.04
Ecuador,natural_gas,2017,0.02,0.02,181.31,16785.4,41.39,3.83,1.08
Ecuador,petroleum_n_other_liquids,2017,0.49,1.17,181.31,16785.4,41.39,3.83,35.72
Ecuador,nuclear,2017,,,181.31,16785.4,41.39,3.83,0.0
Ecuador,renewables_n_other,2017,0.19,0.19,181.31,16785.4,41.39,3.83,0.0
Egypt,all_energy_types,2017,4.01,3.54,1159.83,96442.6,41.56,3.46,225.99
Egypt,coal,2017,0.07,0.0,1159.83,96442.6,41.56,3.46,5.39
Egypt,natural_gas,2017,2.13,1.88,1159.83,96442.6,41.56,3.46,99.38
Egypt,petroleum_n_other_liquids,2017,1.66,1.51,1159.83,96442.6,41.56,3.46,121.23
Egypt,nuclear,2017,,,1159.83,96442.6,41.56,3.46,0.0
Egypt,renewables_n_other,2017,0.14,0.15,1159.83,96442.6,41.56,3.46,0.0
El Salvador,all_energy_types,2017,0.13,0.04,50.38,6388.12,20.63,2.62,6.93
El Salvador,coal,2017,0.0,0.0,50.38,6388.12,20.63,2.62,0.0
El Salvador,natural_gas,2017,0.0,0.0,50.38,6388.12,20.63,2.62,0.0
El Salvador,petroleum_n_other_liquids,2017,0.09,0.0,50.38,6388.12,20.63,2.62,6.93
El Salvador,nuclear,2017,,,50.38,6388.12,20.63,2.62,0.0
El Salvador,renewables_n_other,2017,0.04,0.04,50.38,6388.12,20.63,2.62,0.0
Equatorial Guinea,all_energy_types,2017,0.09,0.62,24.17,1262.01,74.01,3.86,5.34
Equatorial Guinea,coal,2017,0.0,0.0,24.17,1262.01,74.01,3.86,0.0
