,carbon_produccion,gas_produccion,petroleo_produccion,pais_iso,anio
3369,2004.28,2670.52,2090.08,,2015
3370,1885.22,2653.2,2117.24,,2016
3371,3270.42,1649.61,340.67,,1980
3372,4110.38,1615.13,341.99,,1981
3373,4352.66,1492.91,370.74,,1982
3374,4299.36,1531.71,404.17,,1983
3375,4325.91,1551.05,407.49,,1984
3376,4449.04,1568.34,420.39,,1985
3377,4432.54,1480.4,431.06,,1986
3378,4360.0,1491.45,440.77,,1987
3379,4302.67,1392.89,448.34,,1988
3380,4119.91,1435.44,438.17,,1989
3381,3725.4,1426.02,443.04,,1990
3382,3362.74,1493.61,433.88,,1991
3383,3197.98,1473.32,430.18,,1992
3384,3005.73,1504.8,426.84,,1993
3385,2883.96,1454.49,447.71,,1994
3386,2880.85,1474.73,437.98,,1995
3387,2812.4,1576.5,436.22,,1996
3388,2779.86,1456.48,441.54,,1997
3389,2481.94,1391.14,436.38,,1998
3390,2385.53,1333.45,451.81,,1999
3391,2297.78,1298.46,482.2,,2000
3392,2265.38,1324.55,468.0,,2001
3393,2255.83,1306.97,506.76,,2002
3394,2248.77,1267.15,503.36,,2003
3395,2183.84,1375.58,504.89,,2004
3396,2152.83,1292.11,490.13,,2005
3397,2113.77,1275.02,455.15,,2006
3398,2051.06,1200.67,433.08,,2007
3399,1945.04,1268.5,402.62,,2008
3400,1817.25,1176.41,368.3,,2009
3401,1794.34,1255.65,354.42,,2010
3402,1824.19,1174.53,339.93,,2011
3403,1825.35,1139.42,325.5,,2012
3404,1731.42,1139.25,318.15,,2013
3405,1660.44,999.22,313.77,,2014
3406,1610.03,842.75,304.0,,2015
3407,1558.4,823.48,268.01,,2016
3408,1553.06,767.7,263.85,,2017
3409,1492.41,688.13,254.54,,2018
3410,1224.75,610.66,235.3,,2019
3411,1018.67,478.39,223.89,,2020
3412,1092.56,440.35,207.58,,2021
3413,,,,,1980
3414,,,,,1981
3415,,,,,1982
3416,,,,,1983
3417,,,,,1984
3418,,,,,1985
3419,,,,,1986
3420,,,,,1987
3421,,,,,1988
3422,,,,,1989
3423,,,,,1990
3424,,,,,1991
3425,,,,,1992
3426,,,,,1993
3427,,,,,1994
3428,,,,,1995
3429,,,,,1996
3430,,,,,1997
3431,,,,,1998
3432,,,,,1999
3433,,,,,2000
3434,,,,,2001
3435,,,,,2002
3436,,,,,2003
3437,,,,,2004
3438,,,,,2005
3439,,,,,2006
3440,,,,,2007
3441,,,,,2008
3442,,,,,2009
3443,,,,,2010
3444,,,,,2011
3445,,,,,2012
3446,,,,,2013
3447,,,,,2014
3448,,,,,2015
3449,,,,,2016
3450,,,,,2017
3451,,,,,2018
3452,,,,,2019
3453,0.0,0.0,0.0,FRO,1980
3454,0.0,0.0,0.0,FRO,1981
3455,0.0,0.0,0.0,FRO,1982
3456,0.0,0.0,0.0,FRO,1983
3457,0.0,0.0,0.0,FRO,1984
3458,0.0,0.0,0.0,FRO,1985
3459,0.0,0.0,0.0,FRO,1986
3460,0.0,0.0,0.0,FRO,1987
3461,0.0,0.0,0.0,FRO,1988
3462,0.0,0.0,0.0,FRO,1989
3463,0.0,0.0,0.0,FRO,1990
3464,0.0,0.0,0.0,FRO,1991
3465,0.0,0.0,0.0,FRO,1992
3466,0.0,0.0,0.0,FRO,1993
3467,0.0,0.0,0.0,FRO,1994
3468,0.0,0.0,0.0,FRO,1995
3469,0.0,0.0,0.0,FRO,1996
3470,0.0,0.0,0.0,FRO,1997
3471,0.0,0.0,0.0,FRO,1998
3472,0.0,0.0,0.0,FRO,1999
3473,0.0,0.0,0.0,FRO,2000
3474,0.0,0.0,0.0,FRO,2001
3475,0.0,0.0,0.0,FRO,2002
3476,0.0,0.0,0.0,FRO,2003
3477,0.0,0.0,0.0,FRO,2004
3478,0.0,0.0,0.0,FRO,2005
3479,0.0,0.0,0.0,FRO,2006
3480,0.0,0.0,0.0,FRO,2007
3481,0.0,0.0,0.0,FRO,2008
3482,0.0,0.0,0.0,FRO,2009
3483,0.0,0.0,0.0,FRO,2010
3484,0.0,0.0,0.0,FRO,2011
3485,0.0,0.0,0.0,FRO,2012
3486,0.0,0.0,0.0,FRO,2013
3487,0.0,0.0,0.0,FRO,2014
3488,0.0,0.0,0.0,FRO,2015
3489,0.0,0.0,0.0,FRO,2016
3490,,,,FRO,2017
3491,,,,FRO,2018
3492,,,,FRO,2019
3493,,,,FRO,2020
3494,0.0,0.0,0.0,FLK,1980
3495,0.0,0.0,0.0,FLK,1981
3496,0.0,0.0,0.0,FLK,1982
3497,0.0,0.0,0.0,FLK,1983
3498,0.0,0.0,0.0,FLK,1984
3499,0.0,0.0,0.0,FLK,1985
3500,0.0,0.0,0.0,FLK,1986
3501,0.0,0.0,0.0,FLK,1987
3502,0.0,0.0,0.0,FLK,1988
3503,0.0,0.0,0.0,FLK,1989
3504,0.0,0.0,0.0,FLK,1990
3505,0.0,0.0,0.0,FLK,1991
3506,0.0,0.0,0.0,FLK,1992
3507,0.0,0.0,0.0,FLK,1993
3508,0.0,0.0,0.0,FLK,1994
3509,0.0,0.0,0.0,FLK,1995
3510,0.0,0.0,0.0,FLK,1996
3511,0.0,0.0,0.0,FLK,1997
3512,0.0,0.0,0.0,FLK,1998
3513,0.0,0.0,0.0,FLK,1999
3514,0.0,0.0,0.0,FLK,2000
3515,0.0,0.0,0.0,FLK,2001
3516,0.0,0.0,0.0,FLK,2002
3517,0.0,0.0,0.0,FLK,2003
3518,0.0,0.0,0.0,FLK,2004
3519,0.0,0.0,0.0,FLK,2005
3520,0.0,0.0,0.0,FLK,2006
3521,0.0,0.0,0.0,FLK,2007
3522,0.0,0.0,0.0,FLK,2008
3523,0.0,0.0,0.0,FLK,2009
3524,0.0,0.0,0.0,FLK,2010
3525,0.0,0.0,0.0,FLK,2011
3526,0.0,0.0,0.0,FLK,2012
3527,0.0,0.0,0.0,FLK,2013
3528,0.0,0.0,0.0,FLK,2014
3529,0.0,0.0,0.0,FLK,2015
3530,0.0,0.0,0.0,FLK,2016
3531,,,,FLK,2017
3532,,,,FLK,2018
3533,,,,FLK,2019
3534,,,,FLK,2020
3535,0.0,0.0,0.0,FJI,1980
3536,0.0,0.0,0.0,FJI,1981
3537,0.0,0.0,0.0,FJI,1982
3538,0.0,0.0,0.0,FJI,1983
3539,0.0,0.0,0.0,FJI,1984
3540,0.0,0.0,0.0,FJI,1985
3541,0.0,0.0,0.0,FJI,1986
3542,0.0,0.0,0.0,FJI,1987
3543,0.0,0.0,0.0,FJI,1988
3544,0.0,0.0,0.0,FJI,1989
3545,0.0,0.0,0.0,FJI,1990
3546,0.0,0.0,0.0,FJI,1991
3547,0.0,0.0,0.0,FJI,1992
3548,0.0,0.0,0.0,FJI,1993
3549,0.0,0.0,0.0,FJI,1994
3550,0.0,0.0,0.0,FJI,1995
3551,0.0,0.0,0.0,FJI,1996
3552,0.0,0.0,0.0,FJI,1997
3553,0.0,0.0,0.0,FJI,1998
3554,0.0,0.0,0.0,FJI,1999
3555,0.0,0.0,0.0,FJI,2000
3556,0.0,0.0,0.0,FJI,2001
3557,0.0,0.0,0.0,FJI,2002
3558,0.0,0.0,0.0,FJI,2003
3559,0.0,0.0,0.0,FJI,2004
3560,0.0,0.0,0.0,FJI,2005
3561,0.0,0.0,0.0,FJI,2006
3562,0.0,0.0,0.0,FJI,2007
3563,0.0,0.0,0.0,FJI,2008
3564,0.0,0.0,0.0,FJI,2009
3565,0.0,0.0,0.0,FJI,2010
3566,0.0,0.0,0.0,FJI,2011
3567,0.0,0.0,0.0,FJI,2012
3568,0.0,0.0,0.0,FJI,2013
3569,0.0,0.0,0.0,FJI,2014
3570,0.0,0.0,0.0,FJI,2015
3571,0.0,0.0,0.0,FJI,2016
3572,,,,FJI,2017
3573,,,,FJI,2018
3574,,,,FJI,2019
3575,,,,FJI,2020
3576,0.0,0.0,0.0,FIN,1980
3577,0.0,0.0,0.0,FIN,1981
3578,0.0,0.0,0.0,FIN,1982
3579,0.0,0.0,0.0,FIN,1983
3580,0.0,0.0,0.0,FIN,1984
3581,0.0,0.0,0.0,FIN,1985
3582,0.0,0.0,0.0,FIN,1986
3583,0.0,0.0,0.0,FIN,1987
3584,0.0,0.0,0.0,FIN,1988
3585,0.0,0.0,0.0,FIN,1989
3586,0.0,0.0,0.0,FIN,1990
3587,0.0,0.0,0.0,FIN,1991
3588,0.0,0.0,0.0,FIN,1992
3589,0.0,0.0,0.0,FIN,1993
3590,0.0,0.0,0.0,FIN,1994
3591,0.0,0.0,0.0,FIN,1995
3592,0.0,0.0,0.0,FIN,1996
3593,0.0,0.0,0.0,FIN,1997
3594,0.0,0.0,0.0,FIN,1998
3595,0.0,0.0,0.0,FIN,1999
3596,0.0,0.0,0.0,FIN,2000
3597,0.0,0.0,0.0,FIN,2001
3598,0.0,0.0,0.0,FIN,2002
3599,0.0,0.0,0.0,FIN,2003
3600,0.0,0.0,0.0,FIN,2004
3601,0.0,0.0,0.0,FIN,2005
3602,0.0,0.0,0.0,FIN,2006
3603,0.0,0.0,0.0,FIN,2007
3604,0.0,0.0,0.0,FIN,2008
3605,0.0,0.0,0.0,FIN,2009
3606,0.0,0.0,0.0,FIN,2010
3607,0.0,0.0,0.0,FIN,2011
3608,0.0,0.0,0.0,FIN,2012
3609,0.0,0.0,0.0,FIN,2013
3610,0.0,0.0,0.0,FIN,2014
3611,0.0,0.0,0.0,FIN,2015
3612,0.0,0.0,0.0,FIN,2016
3613,,,,FIN,2017
3614,,,,FIN,2018
3615,,,,FIN,2019
3616,,,,FIN,2020
3617,,,,FIN,2021
3618,166.45,81.8,28.62,FRA,1980
3619,168.22,77.12,34.04,FRA,1981
3620,156.73,71.43,30.75,FRA,1982
3621,154.58,72.24,31.38,FRA,1983
3622,151.11,68.68,31.47,FRA,1984
3623,139.5,58.13,39.4,FRA,1985
3624,134.75,45.75,44.28,FRA,1986
3625,121.73,42.45,46.48,FRA,1987
3626,106.41,35.0,47.86,FRA,1988
3627,103.56,33.68,46.48,FRA,1989
3628,90.48,32.56,43.5,FRA,1990
3629,86.39,36.82,41.77,FRA,1991
3630,79.6,36.0,42.66,FRA,1992
3631,73.19,37.3,40.66,FRA,1993
3632,64.48,38.5,41.39,FRA,1994
3633,61.39,36.12,37.21,FRA,1995
3634,60.84,31.12,32.85,FRA,1996
3635,50.21,27.51,27.06,FRA,1997
3636,41.57,23.76,24.21,FRA,1998
3637,37.17,21.58,22.44,FRA,1999
3638,25.5,19.45,21.57,FRA,2000
3639,16.57,20.0,20.83,FRA,2001
3640,11.99,19.51,20.2,FRA,2002
3641,13.17,16.84,17.62,FRA,2003
3642,1.21,14.56,17.05,FRA,2004
3643,0.0,11.76,14.82,FRA,2005
3644,0.0,12.97,13.98,FRA,2006
3645,0.0,11.55,12.93,FRA,2007
3646,0.0,10.03,12.76,FRA,2008
3647,0.0,9.54,11.88,FRA,2009
3648,0.0,8.06,11.83,FRA,2010
3649,0.0,6.66,11.67,FRA,2011
3650,0.0,5.84,10.71,FRA,2012
3651,0.0,3.74,10.52,FRA,2013
3652,0.0,0.2,10.11,FRA,2014
3653,0.0,0.25,10.66,FRA,2015
3654,0.0,0.24,10.53,FRA,2016
3655,,,,FRA,2017
3656,,,,FRA,2018
3657,,,,FRA,2019
3658,,,,FRA,2020
3659,,,,FRA,2021
3660,0.0,0.0,0.0,GUF,1980
3661,0.0,0.0,0.0,GUF,1981
3662,0.0,0.0,0.0,GUF,1982
3663,0.0,0.0,0.0,GUF,1983
3664,0.0,0.0,0.0,GUF,1984
3665,0.0,0.0,0.0,GUF,1985
3666,0.0,0.0,0.0,GUF,1986
3667,0.0,0.0,0.0,GUF,1987
3668,0.0,0.0,0.0,GUF,1988
3669,0.0,0.0,0.0,GUF,1989
3670,0.0,0.0,0.0,GUF,1990
3671,0.0,0.0,0.0,GUF,1991
3672,0.0,0.0,0.0,GUF,1992
3673,0.0,0.0,0.0,GUF,1993
3674,0.0,0.0,0.0,GUF,1994
3675,0.0,0.0,0.0,GUF,1995
3676,0.0,0.0,0.0,GUF,1996
3677,0.0,0.0,0.0,GUF,1997
3678,0.0,0.0,0.0,GUF,1998
3679,0.0,0.0,0.0,GUF,1999
3680,0.0,0.0,0.0,GUF,2000
3681,0.0,0.0,0.0,GUF,2001
3682,0.0,0.0,0.0,GUF,2002
3683,0.0,0.0,0.0,GUF,2003
3684,0.0,0.0,0.0,GUF,2004
3685,0.0,0.0,0.0,GUF,2005
3686,0.0,0.0,0.0,GUF,2006
3687,0.0,0.0,0.0,GUF,2007
3688,0.0,0.0,0.0,GUF,2008
3689,0.0,0.0,0.0,GUF,2009
3690,0.0,0.0,0.0,GUF,2010
3691,0.0,0.0,0.0,GUF,2011
3692,0.0,0.0,0.0,GUF,2012
3693,0.0,0.0,0.0,GUF,2013
3694,0.0,0.0,0.0,GUF,2014
3695,0.0,0.0,0.0,GUF,2015
3696,0.0,0.0,0.0,GUF,2016
3697,,,,GUF,2017
3698,,,,GUF,2018
3699,,,,GUF,2019
3700,,,,GUF,2020
3701,0.0,0.0,0.0,PYF,1980
3702,0.0,0.0,0.0,PYF,1981
3703,0.0,0.0,0.0,PYF,1982
3704,0.0,0.0,0.0,PYF,1983
3705,0.0,0.0,0.0,PYF,1984
3706,0.0,0.0,0.0,PYF,1985
3707,0.0,0.0,0.0,PYF,1986
3708,0.0,0.0,0.0,PYF,1987
3709,0.0,0.0,0.0,PYF,1988
3710,0.0,0.0,0.0,PYF,1989
3711,0.0,0.0,0.0,PYF,1990
3712,0.0,0.0,0.0,PYF,1991
3713,0.0,0.0,0.0,PYF,1992
3714,0.0,0.0,0.0,PYF,1993
3715,0.0,0.0,0.0,PYF,1994
3716,0.0,0.0,0.0,PYF,1995
3717,0.0,0.0,0.0,PYF,1996
3718,0.0,0.0,0.0,PYF,1997
3719,0.0,0.0,0.0,PYF,1998
3720,0.0,0.0,0.0,PYF,1999
3721,0.0,0.0,0.0,PYF,2000
3722,0.0,0.0,0.0,PYF,2001
3723,0.0,0.0,0.0,PYF,2002
3724,0.0,0.0,0.0,PYF,2003
3725,0.0,0.0,0.0,PYF,2004
3726,0.0,0.0,0.0,PYF,2005
3727,0.0,0.0,0.0,PYF,2006
3728,0.0,0.0,0.0,PYF,2007
3729,0.0,0.0,0.0,PYF,2008
3730,0.0,0.0,0.0,PYF,2009
3731,0.0,0.0,0.0,PYF,2010
3732,0.0,0.0,0.0,PYF,2011
3733,0.0,0.0,0.0,PYF,2012
3734,0.0,0.0,0.0,PYF,2013
3735,0.0,0.0,0.0,PYF,2014
3736,0.0,0.0,0.0,PYF,2015
3737,0.0,0.0,0.0,PYF,2016
3738,,,,PYF,2017
3739,,,,PYF,2018
3740,,,,PYF,2019
3741,,,,PYF,2020
3742,,,,,2000
3743,,,,,2001
3744,,,,,2002
3745,,,,,2003
3746,,,,,2004
3747,,,,,2005
3748,,,,,2006
3749,,,,,2007
3750,,,,,2008
3751,,,,,2009
3752,,,,,2010
3753,,,,,2011
3754,,,,,2012
3755,,,,,2013
3756,,,,,2014
3757,,,,,2015
3758,,,,,2016
3759,,,,,2017
3760,,,,,2018
3761,,,,,2019
3762,,,,,2020
3763,,,,,2021
3764,,,,,2000
3765,,,,,2001
3766,,,,,2002
3767,,,,,2003
3768,,,,,2004
3769,,,,,2005
3770,,,,,2006
3771,,,,,2007
3772,,,,,2008
3773,,,,,2009
3774,,,,,2010
3775,,,,,2011
3776,,,,,2012
3777,,,,,2013
3778,,,,,2014
3779,,,,,2015
3780,,,,,2016
3781,,,,,2017
3782,,,,,2018
3783,,,,,2019
3784,,,,,2020
3785,,,,,2021
3786,0.0,0.77,103.45,GAB,1980
3787,0.0,0.64,88.99,GAB,1981
3788,0.0,0.61,90.62,GAB,1982
3789,0.0,1.63,91.52,GAB,1983
3790,0.0,1.63,101.53,GAB,1984
3791,0.0,0.61,100.32,GAB,1985
3792,0.0,0.31,96.47,GAB,1986
3793,0.0,1.26,89.89,GAB,1987
3794,0.0,1.08,103.41,GAB,1988
3795,0.0,0.98,118.94,GAB,1989
3796,0.0,0.92,156.92,GAB,1990
3797,0.0,1.09,171.05,GAB,1991
3798,0.0,1.08,168.08,GAB,1992
3799,0.0,1.08,177.04,GAB,1993
3800,0.0,1.08,195.81,GAB,1994
3801,0.0,1.08,206.5,GAB,1995
3802,0.0,1.08,212.25,GAB,1996
3803,0.0,1.08,211.6,GAB,1997
3804,0.0,1.08,195.94,GAB,1998
3805,0.0,1.08,197.42,GAB,1999
3806,0.0,0.87,160.71,GAB,2000
3807,0.0,0.87,152.15,GAB,2001
3808,0.0,0.98,148.66,GAB,2002
3809,0.0,0.98,159.11,GAB,2003
3810,0.0,1.08,158.97,GAB,2004
3811,0.0,1.08,156.98,GAB,2005
3812,0.0,1.08,140.5,GAB,2006
3813,0.0,0.87,142.6,GAB,2007
3814,0.0,0.87,139.5,GAB,2008
3815,0.0,0.87,139.95,GAB,2009
3816,0.0,0.87,135.42,GAB,2010
3817,0.0,0.76,137.21,GAB,2011
3818,0.0,4.18,128.77,GAB,2012
3819,0.0,3.45,123.92,GAB,2013
3820,0.0,4.56,122.47,GAB,2014
3821,0.0,4.1,124.0,GAB,2015
3822,0.0,4.11,128.49,GAB,2016
3823,,,121.99,GAB,2017
3824,,,112.34,GAB,2018
3825,,,126.5,GAB,2019
3826,,,120.78,GAB,2020
3827,,,105.11,GAB,2021
3828,0.0,0.0,0.0,GMB,1980
3829,0.0,0.0,0.0,GMB,1981
3830,0.0,0.0,0.0,GMB,1982
3831,0.0,0.0,0.0,GMB,1983
3832,0.0,0.0,0.0,GMB,1984
3833,0.0,0.0,0.0,GMB,1985
3834,0.0,0.0,0.0,GMB,1986
3835,0.0,0.0,0.0,GMB,1987
3836,0.0,0.0,0.0,GMB,1988
3837,0.0,0.0,0.0,GMB,1989
3838,0.0,0.0,0.0,GMB,1990
3839,0.0,0.0,0.0,GMB,1991
3840,0.0,0.0,0.0,GMB,1992
3841,0.0,0.0,0.0,GMB,1993
3842,0.0,0.0,0.0,GMB,1994
3843,0.0,0.0,0.0,GMB,1995
3844,0.0,0.0,0.0,GMB,1996
3845,0.0,0.0,0.0,GMB,1997
3846,0.0,0.0,0.0,GMB,1998
3847,0.0,0.0,0.0,GMB,1999
3848,0.0,0.0,0.0,GMB,2000
3849,0.0,0.0,0.0,GMB,2001
3850,0.0,0.0,0.0,GMB,2002
3851,0.0,0.0,0.0,GMB,2003
3852,0.0,0.0,0.0,GMB,2004
3853,0.0,0.0,0.0,GMB,2005
3854,0.0,0.0,0.0,GMB,2006
3855,0.0,0.0,0.0,GMB,2007
3856,0.0,0.0,0.0,GMB,2008
3857,0.0,0.0,0.0,GMB,2009
3858,0.0,0.0,0.0,GMB,2010
3859,0.0,0.0,0.0,GMB,2011
3860,0.0,0.0,0.0,GMB,2012
3861,0.0,0.0,0.0,GMB,2013
3862,0.0,0.0,0.0,GMB,2014
3863,0.0,0.0,0.0,GMB,2015
3864,0.0,0.0,0.0,GMB,2016
3865,,,,GMB,2017
3866,,,,GMB,2018
3867,,,,GMB,2019
3868,,,,GMB,2020
3869,0.72,0.22,1.83,GEO,1992
3870,0.76,0.0,1.26,GEO,1993
3871,0.94,0.0,1.14,GEO,1994
3872,0.17,0.0,0.63,GEO,1995
3873,0.08,0.0,0.76,GEO,1996
3874,0.02,0.65,1.68,GEO,1997
3875,0.08,0.65,1.38,GEO,1998
3876,0.08,0.65,1.38,GEO,1999
3877,0.04,0.65,1.26,GEO,2000
3878,0.0,0.65,1.26,GEO,2001
3879,0.03,0.14,0.93,GEO,2002
3880,0.04,0.21,1.76,GEO,2003
3881,0.04,0.21,1.26,GEO,2004
3882,0.02,0.16,1.26,GEO,2005
3883,0.05,0.1,0.63,GEO,2006
3884,0.07,0.1,0.63,GEO,2007
3885,0.06,0.08,0.63,GEO,2008
3886,0.77,0.09,0.63,GEO,2009
3887,0.54,0.05,0.63,GEO,2010
3888,0.71,0.03,0.63,GEO,2011
3889,1.29,0.02,0.63,GEO,2012
3890,2.06,0.06,0.63,GEO,2013
3891,1.52,0.01,0.63,GEO,2014
3892,1.53,0.1,0.5,GEO,2015
3893,1.48,0.06,0.25,GEO,2016
3894,,,,GEO,2017
3895,,,,GEO,2018
3896,,,,GEO,2019
3897,,,,GEO,2020
3898,,,,GEO,2021
3899,1604.11,184.82,59.17,DEU,1980
3900,1731.17,189.33,57.1,DEU,1981
3901,1738.72,166.2,53.93,DEU,1982
3902,1642.87,183.71,52.03,DEU,1983
3903,1662.83,180.52,50.9,DEU,1984
3904,1728.62,171.08,52.03,DEU,1985
3905,1669.05,140.15,51.39,DEU,1986
3906,1616.07,157.3,47.59,DEU,1987
3907,1603.6,146.38,50.14,DEU,1988
3908,1530.11,153.2,48.16,DEU,1989
3909,1454.18,150.25,45.56,DEU,1990
3910,1234.53,153.95,45.05,DEU,1991
3911,1135.49,156.16,40.08,DEU,1992
3912,1021.69,155.4,38.7,DEU,1993
3913,941.43,162.92,37.16,DEU,1994
3914,919.35,168.12,37.43,DEU,1995
3915,860.47,182.06,37.74,DEU,1996
3916,824.19,178.97,35.53,DEU,1997
3917,756.05,174.87,37.43,DEU,1998
3918,735.94,186.78,34.9,DEU,1999
3919,706.09,176.65,40.6,DEU,2000
3920,677.53,178.33,41.15,DEU,2001
3921,679.46,177.87,43.69,DEU,2002
3922,672.2,185.16,45.87,DEU,2003
3923,679.34,171.34,43.2,DEU,2004
3924,657.93,165.43,42.46,DEU,2005
3925,620.45,163.42,42.86,DEU,2006
3926,632.84,149.7,42.08,DEU,2007
3927,582.62,136.35,38.17,DEU,2008
3928,539.8,127.46,34.9,DEU,2009
3929,533.79,111.24,31.09,DEU,2010
3930,543.48,104.66,32.36,DEU,2011
3931,555.6,94.61,32.45,DEU,2012
3932,524.76,86.04,32.72,DEU,2013
3933,513.28,80.83,30.51,DEU,2014
3934,497.91,75.24,30.49,DEU,2015
3935,460.97,69.23,29.64,DEU,2016
3936,458.44,63.76,,DEU,2017
3937,439.41,55.42,,DEU,2018
3938,330.53,53.31,,DEU,2019
3939,271.94,45.32,,DEU,2020
3940,320.28,45.37,,DEU,2021
3941,0.0,0.0,1.27,GHA,1980
3942,0.0,0.0,1.26,GHA,1981
3943,0.0,0.0,1.26,GHA,1982
3944,0.0,0.0,1.26,GHA,1983
3945,0.0,0.0,1.27,GHA,1984
3946,0.0,0.0,0.63,GHA,1985
3947,0.0,0.0,0.19,GHA,1986
3948,0.0,0.0,0.0,GHA,1987
3949,0.0,0.0,0.0,GHA,1988
3950,0.0,0.0,0.0,GHA,1989
3951,0.0,0.0,0.0,GHA,1990
3952,0.0,0.0,0.0,GHA,1991
3953,0.0,0.0,0.7,GHA,1992
3954,0.0,0.0,1.02,GHA,1993
3955,0.0,0.0,0.89,GHA,1994
3956,0.0,0.0,2.54,GHA,1995
3957,0.0,0.0,3.82,GHA,1996
3958,0.0,0.0,3.18,GHA,1997
3959,0.0,0.0,3.18,GHA,1998
3960,0.0,0.0,3.81,GHA,1999
3961,0.0,0.0,4.46,GHA,2000
3962,0.0,0.0,4.45,GHA,2001
3963,0.0,0.0,4.45,GHA,2002
3964,0.0,0.0,4.45,GHA,2003
3965,0.0,0.0,4.46,GHA,2004
3966,0.0,0.0,3.81,GHA,2005
3967,0.0,0.0,3.81,GHA,2006
3968,0.0,0.0,3.81,GHA,2007
3969,0.0,0.0,3.82,GHA,2008
3970,0.0,0.0,3.81,GHA,2009
3971,0.0,0.0,4.57,GHA,2010
3972,0.0,0.0,48.63,GHA,2011
3973,0.0,0.0,49.93,GHA,2012
3974,0.0,0.0,62.23,GHA,2013
3975,0.0,0.54,66.74,GHA,2014
3976,0.0,7.76,65.05,GHA,2015
3977,0.0,6.9,62.68,GHA,2016
3978,,,,GHA,2017
3979,,,,GHA,2018
3980,,,,GHA,2019
3981,,,,GHA,2020
3982,0.0,0.0,0.0,GIB,1980
3983,0.0,0.0,0.0,GIB,1981
3984,0.0,0.0,0.0,GIB,1982
3985,0.0,0.0,0.0,GIB,1983
3986,0.0,0.0,0.0,GIB,1984
3987,0.0,0.0,0.0,GIB,1985
3988,0.0,0.0,0.0,GIB,1986
3989,0.0,0.0,0.0,GIB,1987
3990,0.0,0.0,0.0,GIB,1988
3991,0.0,0.0,0.0,GIB,1989
3992,0.0,0.0,0.0,GIB,1990
3993,0.0,0.0,0.0,GIB,1991
3994,0.0,0.0,0.0,GIB,1992
3995,0.0,0.0,0.0,GIB,1993
3996,0.0,0.0,0.0,GIB,1994
3997,0.0,0.0,0.0,GIB,1995
3998,0.0,0.0,0.0,GIB,1996
3999,0.0,0.0,0.0,GIB,1997
4000,0.0,0.0,0.0,GIB,1998
4001,0.0,0.0,0.0,GIB,1999
4002,0.0,0.0,0.0,GIB,2000
4003,0.0,0.0,0.0,GIB,2001
4004,0.0,0.0,0.0,GIB,2002
4005,0.0,0.0,0.0,GIB,2003
4006,0.0,0.0,0.0,GIB,2004
4007,0.0,0.0,0.0,GIB,2005
4008,0.0,0.0,0.0,GIB,2006
4009,0.0,0.0,0.0,GIB,2007
4010,0.0,0.0,0.0,GIB,2008
4011,0.0,0.0,0.0,GIB,2009
4012,0.0,0.0,0.0,GIB,2010
4013,0.0,0.0,0.0,GIB,2011
4014,0.0,0.0,0.0,GIB,2012
4015,0.0,0.0,0.0,GIB,2013
4016,0.0,0.0,0.0,GIB,2014
4017,0.0,0.0,0.0,GIB,2015
4018,0.0,0.0,0.0,GIB,2016
4019,,,,GIB,2017
4020,,,,GIB,2018
4021,,,,GIB,2019
4022,,,,GIB,2020
4023,31.23,0.0,0.0,GRC,1980
4024,40.45,0.0,5.08,GRC,1981
4025,42.38,0.93,13.76,GRC,1982
4026,46.25,0.89,16.1,GRC,1983
4027,50.27,0.97,17.41,GRC,1984
4028,56.27,0.93,16.73,GRC,1985
4029,58.8,1.26,16.73,GRC,1986
4030,69.42,1.44,16.1,GRC,1987
4031,73.12,1.74,14.23,GRC,1988
4032,82.82,1.74,11.65,GRC,1989
4033,82.79,1.64,10.38,GRC,1990
4034,80.29,1.72,10.58,GRC,1991
4035,81.35,1.69,8.62,GRC,1992
4036,83.31,1.2,7.28,GRC,1993
4037,85.61,0.61,6.89,GRC,1994
4038,87.34,0.55,5.97,GRC,1995
4039,83.61,0.6,5.52,GRC,1996
4040,89.62,0.58,6.11,GRC,1997
4041,94.5,0.52,4.38,GRC,1998
4042,93.44,0.03,0.48,GRC,1999
4043,95.62,0.55,3.41,GRC,2000
4044,97.6,0.52,3.51,GRC,2001
4045,99.81,0.55,2.4,GRC,2002
4046,95.09,0.4,2.01,GRC,2003
4047,99.4,0.37,1.94,GRC,2004
4048,99.3,0.24,1.69,GRC,2005
4049,95.02,0.34,1.17,GRC,2006
4050,97.56,0.28,0.79,GRC,2007
4051,94.55,0.19,0.64,GRC,2008
4052,95.09,0.15,0.74,GRC,2009
4053,85.08,0.09,1.48,GRC,2010
4054,87.28,0.08,1.11,GRC,2011
4055,93.56,0.09,1.06,GRC,2012
4056,78.25,0.08,0.79,GRC,2013
4057,74.25,0.07,0.74,GRC,2014
4058,66.0,0.06,0.68,GRC,2015
4059,92.84,0.14,2.02,GRC,2016
4060,106.8,,,GRC,2017
4061,103.69,,,GRC,2018
4062,35.91,,,GRC,2019
4063,18.96,,,GRC,2020
4064,16.56,,,GRC,2021
4065,0.0,0.0,0.0,GRL,1980
4066,0.0,0.0,0.0,GRL,1981
4067,0.0,0.0,0.0,GRL,1982
4068,0.0,0.0,0.0,GRL,1983
4069,0.0,0.0,0.0,GRL,1984
4070,0.0,0.0,0.0,GRL,1985
4071,0.0,0.0,0.0,GRL,1986
4072,0.0,0.0,0.0,GRL,1987
