,carbon_produccion,gas_produccion,petroleo_produccion,pais_iso,anio
721,,,,,1982
722,,,,,1983
723,,,,,1984
724,,,,,1985
725,,,,,1986
726,,,,,1987
727,,,,,1988
728,,,,,1989
729,,,,,1990
730,,,,,1991
731,,,,,1992
732,,,,,1993
733,,,,,1994
734,,,,,1995
735,,,,,1996
736,,,,,1997
737,,,,,1998
738,,,,,1999
739,,,,,2000
740,,,,,2001
741,,,,,2002
742,,,,,2003
743,,,,,2004
744,,,,,2005
745,,,,,2006
746,,,,,2007
747,,,,,2008
748,,,,,2009
749,,,,,2010
750,,,,,2011
751,,,,,2012
752,,,,,2013
753,,,,,2014
754,,,,,2015
755,,,,,2016
756,,,,,2017
757,,,,,2018
758,,,,,2019
759,9.72,21.91,18.69,AUT,1980
760,10.38,16.23,16.57,AUT,1981
761,11.19,14.96,17.22,AUT,1982
762,10.32,13.61,16.57,AUT,1983
763,9.93,14.24,15.32,AUT,1984
764,10.45,12.99,14.64,AUT,1985
765,10.07,12.34,14.64,AUT,1986
766,9.45,12.98,13.81,AUT,1987
767,7.22,13.86,15.32,AUT,1988
768,7.01,14.81,15.28,AUT,1989
769,8.31,13.29,14.64,AUT,1990
770,7.06,13.88,17.21,AUT,1991
771,5.37,15.06,15.28,AUT,1992
772,5.13,15.66,14.54,AUT,1993
773,4.15,14.13,13.86,AUT,1994
774,3.93,15.46,15.08,AUT,1995
775,3.36,15.56,14.35,AUT,1996
776,3.6,14.9,12.57,AUT,1997
777,3.66,16.36,13.63,AUT,1998
778,3.24,18.11,12.06,AUT,1999
779,3.57,18.79,12.74,AUT,2000
780,3.46,18.03,12.94,AUT,2001
781,4.05,19.57,13.38,AUT,2002
782,3.3,21.77,12.92,AUT,2003
783,0.67,20.62,13.06,AUT,2004
784,0.0,18.15,11.75,AUT,2005
785,0.0,20.97,12.17,AUT,2006
786,0.0,20.54,12.47,AUT,2007
787,0.0,17.02,12.22,AUT,2008
788,0.0,17.33,12.3,AUT,2009
789,0.0,18.07,12.65,AUT,2010
790,0.0,17.8,13.21,AUT,2011
791,0.0,19.14,12.8,AUT,2012
792,0.0,15.4,10.87,AUT,2013
793,0.0,14.03,11.52,AUT,2014
794,0.0,13.42,11.09,AUT,2015
795,0.0,12.6,9.8,AUT,2016
796,,,,AUT,2017
797,,,,AUT,2018
798,,,,AUT,2019
799,,,,AUT,2020
800,,,,AUT,2021
801,,137.39,153.86,AZE,1985
802,,132.8,151.77,AZE,1986
803,,122.06,161.77,AZE,1987
804,,116.2,159.8,AZE,1988
805,,108.39,153.05,AZE,1989
806,,96.67,145.38,AZE,1990
807,,83.98,136.93,AZE,1991
808,0.0,77.14,130.21,AZE,1992
809,0.0,66.4,119.22,AZE,1993
810,0.0,62.5,111.22,AZE,1994
811,0.0,64.45,106.55,AZE,1995
812,0.0,57.39,105.84,AZE,1996
813,0.0,54.66,104.98,AZE,1997
814,0.0,51.0,133.15,AZE,1998
815,0.0,54.66,161.09,AZE,1999
816,0.0,51.53,163.62,AZE,2000
817,0.0,50.51,174.21,AZE,2001
818,0.0,46.85,178.33,AZE,2002
819,0.0,46.71,178.85,AZE,2003
820,0.0,45.5,179.79,AZE,2004
821,0.0,55.97,258.35,AZE,2005
822,0.0,66.04,375.27,AZE,2006
823,0.0,105.78,504.28,AZE,2007
824,0.0,159.53,527.17,AZE,2008
825,0.0,159.39,591.58,AZE,2009
826,0.0,162.81,596.82,AZE,2010
827,0.0,159.77,536.08,AZE,2011
828,0.0,168.37,508.68,AZE,2012
829,0.0,174.75,509.92,AZE,2013
830,0.0,183.84,494.42,AZE,2014
831,0.0,187.84,488.69,AZE,2015
832,0.0,182.78,481.8,AZE,2016
833,,177.59,454.61,AZE,2017
834,,187.56,455.88,AZE,2018
835,,239.38,441.88,AZE,2019
836,,258.65,407.36,AZE,2020
837,,318.08,408.66,AZE,2021
838,0.0,0.0,0.0,BHS,1980
839,0.0,0.0,0.0,BHS,1981
840,0.0,0.0,0.0,BHS,1982
841,0.0,0.0,0.0,BHS,1983
842,0.0,0.0,0.0,BHS,1984
843,0.0,0.0,0.0,BHS,1985
844,0.0,0.0,0.0,BHS,1986
845,0.0,0.0,0.0,BHS,1987
846,0.0,0.0,0.0,BHS,1988
847,0.0,0.0,0.0,BHS,1989
848,0.0,0.0,0.0,BHS,1990
849,0.0,0.0,0.0,BHS,1991
850,0.0,0.0,0.0,BHS,1992
851,0.0,0.0,0.0,BHS,1993
852,0.0,0.0,0.0,BHS,1994
853,0.0,0.0,0.0,BHS,1995
854,0.0,0.0,0.0,BHS,1996
855,0.0,0.0,0.0,BHS,1997
856,0.0,0.0,0.0,BHS,1998
857,0.0,0.0,0.0,BHS,1999
858,0.0,0.0,0.0,BHS,2000
859,0.0,0.0,0.0,BHS,2001
860,0.0,0.0,0.0,BHS,2002
861,0.0,0.0,0.0,BHS,2003
862,0.0,0.0,0.0,BHS,2004
863,0.0,0.0,0.0,BHS,2005
864,0.0,0.0,0.0,BHS,2006
865,0.0,0.0,0.0,BHS,2007
866,0.0,0.0,0.0,BHS,2008
867,0.0,0.0,0.0,BHS,2009
868,0.0,0.0,0.0,BHS,2010
869,0.0,0.0,0.0,BHS,2011
870,0.0,0.0,0.0,BHS,2012
871,0.0,0.0,0.0,BHS,2013
872,0.0,0.0,0.0,BHS,2014
873,0.0,0.0,0.0,BHS,2015
874,0.0,0.0,0.0,BHS,2016
875,,,,BHS,2017
876,,,,BHS,2018
877,,,,BHS,2019
878,,,,BHS,2020
879,0.0,24.46,33.89,BHR,1980
880,0.0,22.68,32.63,BHR,1981
881,0.0,35.81,31.37,BHR,1982
882,0.0,37.53,30.57,BHR,1983
883,0.0,38.67,30.02,BHR,1984
884,0.0,47.21,29.19,BHR,1985
885,0.0,54.04,31.37,BHR,1986
886,0.0,52.51,30.57,BHR,1987
887,0.0,55.78,31.28,BHR,1988
888,0.0,58.02,30.74,BHR,1989
889,0.0,60.77,28.73,BHR,1990
890,0.0,57.93,26.21,BHR,1991
891,0.0,67.69,26.58,BHR,1992
892,0.0,72.5,31.32,BHR,1993
893,0.0,74.22,31.77,BHR,1994
894,0.0,75.46,30.4,BHR,1995
895,0.0,77.7,26.69,BHR,1996
896,0.0,83.42,30.23,BHR,1997
897,0.0,87.71,28.51,BHR,1998
898,0.0,90.76,28.34,BHR,1999
899,0.0,91.75,28.76,BHR,2000
900,0.0,95.54,28.02,BHR,2001
901,0.0,99.0,27.96,BHR,2002
902,0.0,100.77,28.28,BHR,2003
903,0.0,92.7,28.42,BHR,2004
904,0.0,101.74,26.62,BHR,2005
905,0.0,107.63,27.08,BHR,2006
906,0.0,111.99,27.08,BHR,2007
907,0.0,120.18,27.15,BHR,2008
908,0.0,121.34,27.08,BHR,2009
909,0.0,124.29,26.16,BHR,2010
910,0.0,126.24,26.62,BHR,2011
911,0.0,130.52,30.94,BHR,2012
912,0.0,139.58,34.8,BHR,2013
913,0.0,146.96,36.21,BHR,2014
914,0.0,145.84,37.15,BHR,2015
915,0.0,144.41,35.99,BHR,2016
916,,144.66,,BHR,2017
917,,146.48,,BHR,2018
918,,162.66,,BHR,2019
919,,164.37,,BHR,2020
920,,172.28,,BHR,2021
921,0.0,12.29,0.0,BGD,1980
922,0.0,13.61,0.0,BGD,1981
923,0.0,17.68,0.0,BGD,1982
924,0.0,19.67,0.12,BGD,1983
925,0.0,22.7,0.25,BGD,1984
926,0.0,25.78,0.44,BGD,1985
927,0.0,29.07,0.44,BGD,1986
928,0.0,34.16,0.44,BGD,1987
929,0.0,40.2,0.5,BGD,1988
930,0.0,42.5,0.4,BGD,1989
931,0.0,45.74,0.58,BGD,1990
932,0.0,47.11,0.52,BGD,1991
933,0.0,51.37,0.65,BGD,1992
934,0.0,57.5,0.71,BGD,1993
935,0.0,60.99,0.96,BGD,1994
936,0.0,67.42,0.77,BGD,1995
937,0.0,72.36,0.96,BGD,1996
938,0.0,71.13,1.08,BGD,1997
939,0.0,76.86,1.02,BGD,1998
940,0.0,83.8,0.96,BGD,1999
941,0.0,90.58,1.64,BGD,2000
942,0.0,101.43,2.18,BGD,2001
943,0.0,106.71,3.85,BGD,2002
944,0.14,114.78,3.85,BGD,2003
945,0.4,123.4,3.82,BGD,2004
946,1.09,132.63,3.81,BGD,2005
947,1.86,143.63,3.81,BGD,2006
948,2.38,153.36,3.81,BGD,2007
949,4.15,163.76,3.61,BGD,2008
950,5.07,187.47,3.19,BGD,2009
951,4.32,192.54,3.19,BGD,2010
952,4.08,195.82,3.19,BGD,2011
953,5.11,213.36,2.99,BGD,2012
954,5.24,219.53,2.57,BGD,2013
955,5.8,230.22,2.57,BGD,2014
956,4.14,258.54,2.57,BGD,2015
957,5.53,264.51,2.57,BGD,2016
958,,265.93,,BGD,2017
959,,265.82,,BGD,2018
960,,252.84,,BGD,2019
961,,237.31,,BGD,2020
962,,241.43,,BGD,2021
963,0.0,0.12,0.0,BRB,1980
964,0.0,0.12,0.0,BRB,1981
965,0.0,0.12,0.63,BRB,1982
966,0.0,0.12,0.63,BRB,1983
967,0.0,0.12,1.26,BRB,1984
968,0.0,0.12,1.25,BRB,1985
969,0.0,0.12,1.25,BRB,1986
970,0.0,0.09,0.88,BRB,1987
971,0.0,0.28,0.82,BRB,1988
972,0.0,0.31,0.69,BRB,1989
973,0.0,0.37,0.75,BRB,1990
974,0.0,0.36,0.75,BRB,1991
975,0.0,0.52,0.88,BRB,1992
976,0.0,0.51,0.82,BRB,1993
977,0.0,0.5,0.75,BRB,1994
978,0.0,0.51,0.82,BRB,1995
979,0.0,0.49,0.63,BRB,1996
980,0.0,0.47,0.56,BRB,1997
981,0.0,0.4,1.0,BRB,1998
982,0.0,0.51,1.19,BRB,1999
983,0.0,0.41,0.96,BRB,2000
984,0.0,0.35,0.8,BRB,2001
985,0.0,0.32,0.63,BRB,2002
986,0.0,0.32,0.63,BRB,2003
987,0.0,0.32,0.63,BRB,2004
988,0.0,0.29,0.63,BRB,2005
989,0.0,0.29,0.65,BRB,2006
990,0.0,0.2,0.7,BRB,2007
991,0.0,0.18,0.69,BRB,2008
992,0.0,0.18,0.48,BRB,2009
993,0.0,0.18,0.63,BRB,2010
994,0.0,0.18,0.63,BRB,2011
995,0.0,0.2,0.63,BRB,2012
996,0.0,0.24,0.63,BRB,2013
997,0.0,0.15,0.63,BRB,2014
998,0.0,0.19,0.63,BRB,2015
999,0.0,0.19,0.63,BRB,2016
1000,,,,BRB,2017
1001,,,,BRB,2018
1002,,,,BRB,2019
1003,,,,BRB,2020
1004,,,,BLR,1985
1005,,,,BLR,1986
1006,,,,BLR,1987
1007,,,,BLR,1988
1008,,,,BLR,1989
1009,,,,BLR,1990
1010,,,,BLR,1991
1011,0.0,3.12,25.25,BLR,1992
1012,0.0,3.12,25.18,BLR,1993
1013,0.0,3.12,25.02,BLR,1994
1014,0.0,3.22,24.29,BLR,1995
1015,0.0,3.22,22.83,BLR,1996
1016,0.0,2.15,22.88,BLR,1997
1017,0.0,2.36,22.93,BLR,1998
1018,0.0,2.26,23.04,BLR,1999
1019,0.0,2.16,23.36,BLR,2000
1020,0.0,2.15,23.29,BLR,2001
1021,0.0,2.04,22.98,BLR,2002
1022,0.0,1.72,22.92,BLR,2003
1023,0.0,1.94,22.94,BLR,2004
1024,0.0,1.85,22.03,BLR,2005
1025,0.0,1.83,22.03,BLR,2006
1026,0.0,1.72,22.03,BLR,2007
1027,0.0,1.63,22.1,BLR,2008
1028,0.0,1.61,20.78,BLR,2009
1029,0.0,0.29,18.89,BLR,2010
1030,0.0,0.32,18.89,BLR,2011
1031,0.0,0.22,18.94,BLR,2012
1032,0.0,0.41,18.89,BLR,2013
1033,0.0,0.32,18.89,BLR,2014
1034,0.0,0.32,16.42,BLR,2015
1035,0.0,0.24,20.62,BLR,2016
1036,,,,BLR,2017
1037,,,,BLR,2018
1038,,,,BLR,2019
1039,,,,BLR,2020
1040,,,,BLR,2021
1041,34.87,0.43,0.0,BEL,1980
1042,38.26,0.35,0.0,BEL,1981
1043,40.53,0.34,0.0,BEL,1982
1044,37.51,0.19,0.0,BEL,1983
1045,38.95,0.41,0.0,BEL,1984
1046,38.38,0.44,0.0,BEL,1985
1047,34.51,0.28,0.0,BEL,1986
1048,26.54,0.31,0.0,BEL,1987
1049,14.62,0.18,0.0,BEL,1988
1050,11.21,0.15,0.0,BEL,1989
1051,5.84,0.12,0.0,BEL,1990
1052,3.5,0.11,0.0,BEL,1991
1053,1.2,0.06,0.0,BEL,1992
1054,0.0,0.05,0.0,BEL,1993
1055,0.0,0.01,0.0,BEL,1994
1056,0.0,0.0,0.0,BEL,1995
1057,0.0,0.02,0.0,BEL,1996
1058,0.0,0.0,0.0,BEL,1997
1059,0.0,0.0,0.0,BEL,1998
1060,0.0,0.0,0.0,BEL,1999
1061,0.0,0.02,0.0,BEL,2000
1062,0.0,0.0,0.0,BEL,2001
1063,0.0,0.0,0.0,BEL,2002
1064,0.0,0.0,0.0,BEL,2003
1065,0.0,0.0,0.0,BEL,2004
1066,0.0,0.0,0.0,BEL,2005
1067,0.0,0.0,0.0,BEL,2006
1068,0.0,0.0,0.0,BEL,2007
1069,0.0,0.0,0.0,BEL,2008
1070,0.0,0.0,0.0,BEL,2009
1071,0.0,0.0,0.0,BEL,2010
1072,0.0,0.0,0.0,BEL,2011
1073,0.0,0.0,0.0,BEL,2012
1074,0.0,0.0,0.0,BEL,2013
1075,0.0,0.0,0.0,BEL,2014
1076,0.0,0.0,0.0,BEL,2015
1077,0.0,0.0,0.0,BEL,2016
1078,,,,BEL,2017
1079,,,,BEL,2018
1080,,,,BEL,2019
1081,,,,BEL,2020
1082,,,,BEL,2021
1083,0.0,0.0,0.0,BLZ,1980
1084,0.0,0.0,0.0,BLZ,1981
1085,0.0,0.0,0.0,BLZ,1982
1086,0.0,0.0,0.0,BLZ,1983
1087,0.0,0.0,0.0,BLZ,1984
1088,0.0,0.0,0.0,BLZ,1985
1089,0.0,0.0,0.0,BLZ,1986
1090,0.0,0.0,0.0,BLZ,1987
1091,0.0,0.0,0.0,BLZ,1988
1092,0.0,0.0,0.0,BLZ,1989
1093,0.0,0.0,0.0,BLZ,1990
1094,0.0,0.0,0.0,BLZ,1991
1095,0.0,0.0,0.0,BLZ,1992
1096,0.0,0.0,0.0,BLZ,1993
1097,0.0,0.0,0.0,BLZ,1994
1098,0.0,0.0,0.0,BLZ,1995
1099,0.0,0.0,0.0,BLZ,1996
1100,0.0,0.0,0.0,BLZ,1997
1101,0.0,0.0,0.0,BLZ,1998
1102,0.0,0.0,0.0,BLZ,1999
1103,0.0,0.0,0.0,BLZ,2000
1104,0.0,0.0,0.0,BLZ,2001
1105,0.0,0.0,0.0,BLZ,2002
1106,0.0,0.0,0.0,BLZ,2003
1107,0.0,0.0,0.0,BLZ,2004
1108,0.0,0.0,0.0,BLZ,2005
1109,0.0,0.0,1.38,BLZ,2006
1110,0.0,0.0,1.84,BLZ,2007
1111,0.0,0.0,2.16,BLZ,2008
1112,0.0,0.0,2.45,BLZ,2009
1113,0.0,0.0,2.61,BLZ,2010
1114,0.0,0.0,2.45,BLZ,2011
1115,0.0,0.0,1.99,BLZ,2012
1116,0.0,0.0,1.84,BLZ,2013
1117,0.0,0.0,1.12,BLZ,2014
1118,0.0,0.0,1.23,BLZ,2015
1119,0.0,0.0,1.23,BLZ,2016
1120,,,,BLZ,2017
1121,,,,BLZ,2018
1122,,,,BLZ,2019
1123,,,,BLZ,2020
1124,0.0,0.0,0.0,BEN,1980
1125,0.0,0.0,0.0,BEN,1981
1126,0.0,0.0,0.0,BEN,1982
1127,0.0,0.0,2.63,BEN,1983
1128,0.0,0.0,4.61,BEN,1984
1129,0.0,0.0,5.26,BEN,1985
1130,0.0,0.0,5.26,BEN,1986
1131,0.0,0.0,4.6,BEN,1987
1132,0.0,0.0,3.3,BEN,1988
1133,0.0,0.0,2.63,BEN,1989
1134,0.0,0.0,2.63,BEN,1990
1135,0.0,0.0,2.63,BEN,1991
1136,0.0,0.0,3.69,BEN,1992
1137,0.0,0.0,3.81,BEN,1993
1138,0.0,0.0,3.88,BEN,1994
1139,0.0,0.0,1.97,BEN,1995
1140,0.0,0.0,1.32,BEN,1996
1141,0.0,0.0,0.86,BEN,1997
1142,0.0,0.0,0.66,BEN,1998
1143,0.0,0.0,0.66,BEN,1999
1144,0.0,0.0,0.46,BEN,2000
1145,0.0,0.0,0.46,BEN,2001
1146,0.0,0.0,0.53,BEN,2002
1147,0.0,0.0,0.26,BEN,2003
1148,0.0,0.0,0.0,BEN,2004
1149,0.0,0.0,0.0,BEN,2005
1150,0.0,0.0,0.0,BEN,2006
1151,0.0,0.0,0.0,BEN,2007
1152,0.0,0.0,0.0,BEN,2008
1153,0.0,0.0,0.0,BEN,2009
1154,0.0,0.0,0.0,BEN,2010
1155,0.0,0.0,0.0,BEN,2011
1156,0.0,0.0,0.0,BEN,2012
1157,0.0,0.0,0.0,BEN,2013
1158,0.0,0.0,0.0,BEN,2014
1159,0.0,0.0,0.0,BEN,2015
1160,0.0,0.0,0.0,BEN,2016
1161,,,,BEN,2017
1162,,,,BEN,2018
1163,,,,BEN,2019
1164,,,,BEN,2020
1165,0.0,0.0,0.0,BMU,1980
1166,0.0,0.0,0.0,BMU,1981
1167,0.0,0.0,0.0,BMU,1982
1168,0.0,0.0,0.0,BMU,1983
1169,0.0,0.0,0.0,BMU,1984
1170,0.0,0.0,0.0,BMU,1985
1171,0.0,0.0,0.0,BMU,1986
1172,0.0,0.0,0.0,BMU,1987
1173,0.0,0.0,0.0,BMU,1988
1174,0.0,0.0,0.0,BMU,1989
1175,0.0,0.0,0.0,BMU,1990
1176,0.0,0.0,0.0,BMU,1991
1177,0.0,0.0,0.0,BMU,1992
1178,0.0,0.0,0.0,BMU,1993
1179,0.0,0.0,0.0,BMU,1994
1180,0.0,0.0,0.0,BMU,1995
1181,0.0,0.0,0.0,BMU,1996
1182,0.0,0.0,0.0,BMU,1997
1183,0.0,0.0,0.0,BMU,1998
1184,0.0,0.0,0.0,BMU,1999
1185,0.0,0.0,0.0,BMU,2000
1186,0.0,0.0,0.0,BMU,2001
1187,0.0,0.0,0.0,BMU,2002
1188,0.0,0.0,0.0,BMU,2003
1189,0.0,0.0,0.0,BMU,2004
1190,0.0,0.0,0.0,BMU,2005
1191,0.0,0.0,0.0,BMU,2006
1192,0.0,0.0,0.0,BMU,2007
1193,0.0,0.0,0.0,BMU,2008
1194,0.0,0.0,0.0,BMU,2009
1195,0.0,0.0,0.0,BMU,2010
1196,0.0,0.0,0.0,BMU,2011
1197,0.0,0.0,0.0,BMU,2012
1198,0.0,0.0,0.0,BMU,2013
1199,0.0,0.0,0.0,BMU,2014
1200,0.0,0.0,0.0,BMU,2015
1201,0.0,0.0,0.0,BMU,2016
1202,,,,BMU,2017
1203,,,,BMU,2018
1204,,,,BMU,2019
1205,,,,BMU,2020
1206,0.0,0.0,0.0,BTN,1980
1207,0.0,0.0,0.0,BTN,1981
1208,0.0,0.0,0.0,BTN,1982
1209,0.0,0.0,0.0,BTN,1983
1210,0.0,0.0,0.0,BTN,1984
1211,0.0,0.0,0.0,BTN,1985
1212,0.0,0.0,0.0,BTN,1986
1213,0.01,0.0,0.0,BTN,1987
1214,0.01,0.0,0.0,BTN,1988
1215,0.01,0.0,0.0,BTN,1989
1216,0.01,0.0,0.0,BTN,1990
1217,0.01,0.0,0.0,BTN,1991
1218,0.27,0.0,0.0,BTN,1992
1219,0.22,0.0,0.0,BTN,1993
1220,0.31,0.0,0.0,BTN,1994
1221,0.33,0.0,0.0,BTN,1995
1222,0.31,0.0,0.0,BTN,1996
1223,0.26,0.0,0.0,BTN,1997
1224,0.24,0.0,0.0,BTN,1998
1225,0.24,0.0,0.0,BTN,1999
1226,0.24,0.0,0.0,BTN,2000
1227,0.41,0.0,0.0,BTN,2001
1228,0.43,0.0,0.0,BTN,2002
1229,0.32,0.0,0.0,BTN,2003
1230,0.14,0.0,0.0,BTN,2004
1231,0.42,0.0,0.0,BTN,2005
1232,0.48,0.0,0.0,BTN,2006
1233,0.51,0.0,0.0,BTN,2007
1234,0.49,0.0,0.0,BTN,2008
1235,0.39,0.0,0.0,BTN,2009
1236,0.3,0.0,0.0,BTN,2010
1237,0.5,0.0,0.0,BTN,2011
1238,0.55,0.0,0.0,BTN,2012
1239,0.38,0.0,0.0,BTN,2013
1240,0.59,0.0,0.0,BTN,2014
1241,0.41,0.0,0.0,BTN,2015
1242,0.57,0.0,0.0,BTN,2016
1243,,,,BTN,2017
1244,,,,BTN,2018
1245,,,,BTN,2019
1246,,,,BTN,2020
1247,0.0,25.53,18.37,BOL,1980
1248,0.0,27.23,14.9,BOL,1981
1249,0.0,28.24,16.98,BOL,1982
1250,0.0,27.11,15.78,BOL,1983
1251,0.0,26.07,15.23,BOL,1984
1252,0.0,25.84,14.59,BOL,1985
1253,0.0,26.32,12.95,BOL,1986
1254,0.0,27.53,13.11,BOL,1987
1255,0.0,29.1,13.59,BOL,1988
1256,0.0,30.69,14.15,BOL,1989
1257,0.0,31.37,14.74,BOL,1990
1258,0.0,31.18,14.74,BOL,1991
1259,0.0,28.31,15.72,BOL,1992
1260,0.0,28.25,16.27,BOL,1993
1261,0.0,30.46,17.04,BOL,1994
1262,0.0,30.43,19.61,BOL,1995
1263,0.0,30.73,21.02,BOL,1996
1264,0.0,25.9,20.88,BOL,1997
1265,0.0,27.06,24.69,BOL,1998
1266,0.0,21.78,22.13,BOL,1999
1267,0.0,31.22,21.47,BOL,2000
1268,0.0,45.47,23.98,BOL,2001
1269,0.0,58.26,24.72,BOL,2002
1270,0.0,66.95,22.28,BOL,2003
1271,0.0,94.2,32.85,BOL,2004
1272,0.0,116.22,33.76,BOL,2005
1273,0.0,124.45,32.77,BOL,2006
1274,0.0,133.3,33.16,BOL,2007
1275,0.0,137.92,27.33,BOL,2008
1276,0.0,118.82,24.4,BOL,2009
1277,0.0,137.15,25.37,BOL,2010
1278,0.0,150.34,26.12,BOL,2011
1279,0.0,171.4,30.22,BOL,2012
1280,0.0,195.76,34.11,BOL,2013
1281,0.0,202.77,36.08,BOL,2014
1282,0.0,195.61,38.63,BOL,2015
1283,0.0,188.01,40.73,BOL,2016
1284,,182.56,,BOL,2017
1285,,170.53,,BOL,2018
1286,,150.21,,BOL,2019
1287,,144.53,,BOL,2020
1288,,150.88,,BOL,2021
1289,6.38,0.24,0.0,BIH,1992
1290,5.53,0.0,0.0,BIH,1993
1291,5.95,0.0,0.0,BIH,1994
1292,6.98,9.25,0.0,BIH,1995
1293,7.19,0.0,0.0,BIH,1996
1294,23.19,0.0,0.0,BIH,1997
1295,29.92,0.0,0.0,BIH,1998
1296,28.8,0.0,0.0,BIH,1999
1297,31.64,0.0,0.0,BIH,2000
1298,32.12,0.0,0.0,BIH,2001
1299,21.58,0.0,0.0,BIH,2002
1300,23.05,0.0,0.0,BIH,2003
1301,23.98,0.0,0.0,BIH,2004
1302,24.52,0.0,0.0,BIH,2005
1303,25.07,0.0,0.0,BIH,2006
1304,26.09,0.0,0.0,BIH,2007
1305,28.75,0.0,0.0,BIH,2008
1306,28.51,0.0,0.0,BIH,2009
1307,27.19,0.0,0.0,BIH,2010
1308,30.21,0.0,0.0,BIH,2011
1309,29.65,0.0,0.0,BIH,2012
1310,26.53,0.0,0.0,BIH,2013
1311,26.57,0.0,0.0,BIH,2014
1312,26.08,0.0,0.0,BIH,2015
1313,27.6,0.0,0.0,BIH,2016
1314,,,,BIH,2017
1315,,,,BIH,2018
1316,,,,BIH,2019
1317,,,,BIH,2020
1318,,,,BIH,2021
1319,2.42,0.0,0.0,BWA,1980
1320,2.49,0.0,0.0,BWA,1981
1321,2.71,0.0,0.0,BWA,1982
1322,2.58,0.0,0.0,BWA,1983
1323,2.57,0.0,0.0,BWA,1984
1324,2.86,0.0,0.0,BWA,1985
1325,3.2,0.0,0.0,BWA,1986
1326,3.18,0.0,0.0,BWA,1987
1327,3.98,0.0,0.0,BWA,1988
1328,4.33,0.0,0.0,BWA,1989
1329,5.19,0.0,0.0,BWA,1990
1330,5.12,0.0,0.0,BWA,1991
1331,5.89,0.0,0.0,BWA,1992
1332,5.81,0.0,0.0,BWA,1993
1333,5.89,0.0,0.0,BWA,1994
1334,5.94,0.0,0.0,BWA,1995
1335,4.76,0.0,0.0,BWA,1996
1336,5.07,0.0,0.0,BWA,1997
1337,6.04,0.0,0.0,BWA,1998
1338,4.7,0.0,0.0,BWA,1999
1339,6.14,0.0,0.0,BWA,2000
1340,5.98,0.0,0.0,BWA,2001
1341,6.22,0.0,0.0,BWA,2002
1342,5.38,0.0,0.0,BWA,2003
1343,5.95,0.0,0.0,BWA,2004
1344,6.43,0.0,0.0,BWA,2005
1345,6.28,0.0,0.0,BWA,2006
1346,5.41,0.0,0.0,BWA,2007
1347,5.94,0.0,0.0,BWA,2008
1348,4.82,0.0,0.0,BWA,2009
1349,6.45,0.0,0.0,BWA,2010
1350,5.15,0.0,0.0,BWA,2011
1351,9.61,0.0,0.0,BWA,2012
1352,9.77,0.0,0.0,BWA,2013
1353,11.21,0.0,0.0,BWA,2014
1354,13.65,0.0,0.0,BWA,2015
1355,12.28,0.0,0.0,BWA,2016
1356,,,,BWA,2017
1357,,,,BWA,2018
1358,,,,BWA,2019
1359,,,,BWA,2020
1360,24.5,10.17,114.92,BRA,1980
1361,33.74,9.12,134.21,BRA,1981
1362,37.2,13.04,163.54,BRA,1982
1363,39.68,17.63,207.35,BRA,1983
1364,44.54,20.52,290.24,BRA,1984
1365,45.45,25.74,342.74,BRA,1985
1366,43.1,29.98,360.37,BRA,1986
1367,39.26,33.48,358.51,BRA,1987
1368,42.77,33.7,350.34,BRA,1988
1369,38.6,34.55,374.17,BRA,1989
1370,19.62,31.46,396.91,BRA,1990
1371,23.47,32.7,392.28,BRA,1991
1372,21.97,37.04,398.22,BRA,1992
1373,21.84,43.4,406.42,BRA,1993
1374,24.36,47.39,421.47,BRA,1994
1375,23.89,52.3,436.17,BRA,1995
1376,22.27,57.16,494.66,BRA,1996
1377,26.06,62.22,530.28,BRA,1997
1378,25.5,65.17,612.66,BRA,1998
1379,26.12,76.53,691.94,BRA,1999
1380,31.23,77.1,780.24,BRA,2000
1381,26.81,78.74,816.74,BRA,2001
1382,29.79,95.13,914.2,BRA,2002
1383,27.2,103.34,948.02,BRA,2003
1384,31.54,113.66,940.92,BRA,2004
1385,33.07,112.41,1034.85,BRA,2005
1386,33.04,114.78,1093.63,BRA,2006
1387,34.01,115.58,1109.12,BRA,2007
1388,37.87,143.76,1152.76,BRA,2008
1389,35.4,122.77,1232.62,BRA,2009
1390,31.79,150.21,1298.37,BRA,2010
1391,31.81,172.27,1326.14,BRA,2011
1392,33.95,198.33,1306.82,BRA,2012
1393,42.16,219.5,1281.08,BRA,2013
1394,41.83,233.48,1424.15,BRA,2014
1395,33.8,238.04,1537.4,BRA,2015
1396,31.15,241.24,1589.9,BRA,2016
1397,25.33,271.81,1658.92,BRA,2017
1398,27.45,251.62,1635.22,BRA,2018
1399,25.14,257.46,1758.45,BRA,2019
1400,27.92,242.36,1853.18,BRA,2020
1401,34.36,243.33,1823.5,BRA,2021
1402,0.0,0.0,0.0,VGB,1980
1403,0.0,0.0,0.0,VGB,1981
1404,0.0,0.0,0.0,VGB,1982
1405,0.0,0.0,0.0,VGB,1983
1406,0.0,0.0,0.0,VGB,1984
1407,0.0,0.0,0.0,VGB,1985
1408,0.0,0.0,0.0,VGB,1986
1409,0.0,0.0,0.0,VGB,1987
1410,0.0,0.0,0.0,VGB,1988
1411,0.0,0.0,0.0,VGB,1989
1412,0.0,0.0,0.0,VGB,1990
1413,0.0,0.0,0.0,VGB,1991
