,carbon_cons,gas_cons,petroleo_cons,pais_iso,anio
5957,2.76,71.66,102.05,MYS,1986
5958,3.8,71.49,104.55,MYS,1987
5959,3.02,72.93,111.71,MYS,1988
5960,13.92,83.52,115.9,MYS,1989
5961,15.41,79.1,134.57,MYS,1990
5962,18.15,117.6,152.95,MYS,1991
5963,19.06,127.8,181.02,MYS,1992
5964,15.93,125.51,186.72,MYS,1993
5965,17.7,130.33,196.54,MYS,1994
5966,19.4,135.36,224.81,MYS,1995
5967,19.49,162.95,246.51,MYS,1996
5968,18.85,202.29,281.97,MYS,1997
5969,20.12,204.4,257.75,MYS,1998
5970,22.55,232.65,251.9,MYS,1999
5971,28.89,287.54,272.36,MYS,2000
5972,34.53,277.1,294.62,MYS,2001
5973,42.33,280.89,318.82,MYS,2002
5974,61.78,302.66,333.61,MYS,2003
5975,77.08,326.94,349.69,MYS,2004
5976,80.06,373.73,362.2,MYS,2005
5977,84.82,388.64,351.26,MYS,2006
5978,102.82,404.02,374.63,MYS,2007
5979,113.69,435.5,358.62,MYS,2008
5980,123.46,400.22,355.84,MYS,2009
5981,171.74,380.23,358.9,MYS,2010
5982,171.68,383.17,366.61,MYS,2011
5983,184.58,420.16,401.82,MYS,2012
5984,175.11,445.67,427.36,MYS,2013
5985,178.48,447.09,429.13,MYS,2014
5986,202.3,468.4,398.5,MYS,2015
5987,217.85,449.93,443.65,MYS,2016
5988,241.4,450.44,417.34,MYS,2017
5989,258.94,446.78,423.05,MYS,2018
5990,244.73,452.15,460.42,MYS,2019
5991,272.05,383.17,396.61,MYS,2020
5992,246.83,410.67,404.44,MYS,2021
6240,27.04,223.02,603.67,MEX,1980
6241,23.9,241.79,660.86,MEX,1981
6242,28.62,259.96,684.27,MEX,1982
6243,32.58,268.2,666.72,MEX,1983
6244,32.68,268.58,705.73,MEX,1984
6245,35.42,275.28,734.98,MEX,1985
6246,39.06,244.92,744.09,MEX,1986
6247,37.77,249.24,780.32,MEX,1987
6248,35.75,253.6,778.4,MEX,1988
6249,39.57,247.96,833.0,MEX,1989
6250,39.24,268.18,870.0,MEX,1990
6251,37.96,282.36,905.9,MEX,1991
6252,38.38,282.4,916.02,MEX,1992
6253,43.29,283.26,914.32,MEX,1993
6254,52.32,301.03,985.48,MEX,1994
6255,58.26,306.9,918.59,MEX,1995
6256,66.8,312.78,940.15,MEX,1996
6257,66.86,314.37,970.8,MEX,1997
6258,68.35,334.79,1021.91,MEX,1998
6259,69.55,337.91,1012.54,MEX,1999
6260,76.19,359.13,1060.41,MEX,2000
6261,83.67,361.9,1042.81,MEX,2001
6262,140.11,410.69,997.23,MEX,2002
6263,103.32,445.09,1023.4,MEX,2003
6264,105.72,480.22,1064.99,MEX,2004
6265,133.43,527.12,1090.79,MEX,2005
6266,143.2,582.88,1079.64,MEX,2006
6267,131.58,570.41,1121.54,MEX,2007
6268,117.54,599.97,1118.79,MEX,2008
6269,119.75,651.69,1080.9,MEX,2009
6270,148.12,660.44,1085.59,MEX,2010
6271,171.33,708.08,1103.68,MEX,2011
6272,149.27,736.54,1121.5,MEX,2012
6273,148.23,777.95,1090.42,MEX,2013
6274,147.94,788.48,1041.06,MEX,2014
6275,147.65,807.83,1029.09,MEX,2015
6276,144.63,830.3,1036.56,MEX,2016
6277,176.75,860.34,998.08,MEX,2017
6278,157.54,875.86,973.74,MEX,2018
6279,150.42,879.73,898.98,MEX,2019
6280,66.49,837.3,684.96,MEX,2020
6281,64.33,882.26,711.01,MEX,2021
6675,4.63,0.64,51.02,MAR,1980
6676,4.92,0.83,50.18,MAR,1981
6677,5.48,0.77,52.81,MAR,1982
6678,6.78,0.81,53.35,MAR,1983
6679,5.83,0.81,55.48,MAR,1984
6680,7.7,0.92,55.25,MAR,1985
6681,10.46,0.89,54.29,MAR,1986
6682,12.13,0.72,54.28,MAR,1987
6683,11.97,0.74,58.02,MAR,1988
6684,13.21,0.54,63.67,MAR,1989
6685,12.75,0.5,65.9,MAR,1990
6686,13.89,0.32,65.97,MAR,1991
6687,12.87,0.21,77.84,MAR,1992
6688,14.06,0.21,79.19,MAR,1993
6689,15.68,0.2,86.09,MAR,1994
6690,18.99,0.13,81.53,MAR,1995
6691,24.31,0.16,76.86,MAR,1996
6692,23.16,0.3,81.74,MAR,1997
6693,27.62,0.33,81.01,MAR,1998
6694,26.41,0.38,89.26,MAR,1999
6695,31.23,0.44,83.48,MAR,2000
6696,39.69,0.44,83.64,MAR,2001
6697,39.47,0.53,87.04,MAR,2002
6698,38.06,0.51,87.08,MAR,2003
6699,42.1,0.65,100.62,MAR,2004
6700,44.15,4.25,109.33,MAR,2005
6701,44.89,5.28,110.87,MAR,2006
6702,37.6,5.95,116.0,MAR,2007
6703,42.62,5.88,127.88,MAR,2008
6704,31.47,6.46,129.22,MAR,2009
6705,32.42,6.98,143.71,MAR,2010
6706,34.63,8.83,153.34,MAR,2011
6707,35.17,11.81,154.29,MAR,2012
6708,34.9,11.45,156.06,MAR,2013
6709,46.95,11.1,148.68,MAR,2014
6710,51.7,11.3,145.51,MAR,2015
6711,49.82,11.48,149.06,MAR,2016
6712,51.78,11.39,157.8,MAR,2017
6713,59.89,10.3,154.05,MAR,2018
6714,77.49,9.76,156.34,MAR,2019
6715,77.8,7.61,136.37,MAR,2020
6716,85.42,7.66,152.06,MAR,2021
6913,46.39,351.94,458.68,NLD,1980
6914,51.39,335.0,426.87,NLD,1981
6915,59.44,320.0,373.07,NLD,1982
6916,61.39,342.22,353.53,NLD,1983
6917,74.17,363.61,349.01,NLD,1984
6918,73.89,383.33,353.15,NLD,1985
6919,76.11,382.22,391.57,NLD,1986
6920,80.28,394.44,394.37,NLD,1987
6921,96.11,356.67,418.45,NLD,1988
6922,95.28,365.83,412.89,NLD,1989
6923,101.67,368.06,428.52,NLD,1990
6924,93.61,410.69,411.35,NLD,1991
6925,93.33,399.92,431.89,NLD,1992
6926,94.17,411.31,426.75,NLD,1993
6927,100.28,397.22,424.06,NLD,1994
6928,103.61,408.03,447.48,NLD,1995
6929,100.0,452.19,447.38,NLD,1996
6930,97.22,423.69,464.75,NLD,1997
6931,99.17,418.39,470.27,NLD,1998
6932,86.94,408.78,479.29,NLD,1999
6933,90.28,409.92,486.18,NLD,2000
6934,96.11,418.19,509.72,NLD,2001
6935,96.67,413.97,512.05,NLD,2002
6936,100.0,416.83,512.81,NLD,2003
6937,98.61,426.78,536.42,NLD,2004
6938,94.17,414.56,569.42,NLD,2005
6939,89.72,398.08,567.07,NLD,2006
6940,97.78,388.06,583.52,NLD,2007
6941,92.5,403.89,554.88,NLD,2008
6942,87.22,413.58,530.08,NLD,2009
6943,87.78,467.58,539.93,NLD,2010
6944,86.58,409.28,546.46,NLD,2011
6945,95.14,392.83,518.87,NLD,2012
6946,95.19,391.11,493.02,NLD,2013
6947,105.31,344.72,470.39,NLD,2014
6948,128.67,340.81,459.2,NLD,2015
6949,119.28,351.53,473.86,NLD,2016
6950,106.97,360.89,455.89,NLD,2017
6951,96.11,354.94,467.31,NLD,2018
6952,74.67,370.19,458.82,NLD,2019
6953,47.81,361.53,419.39,NLD,2020
6954,65.14,350.67,420.31,NLD,2021
7036,13.63,8.7,49.19,NZL,1980
7037,13.58,10.68,46.73,NZL,1981
7038,13.31,19.43,46.54,NZL,1982
7039,14.75,21.09,44.6,NZL,1983
7040,13.72,27.04,45.14,NZL,1984
7041,12.67,34.49,42.78,NZL,1985
7042,14.56,41.62,38.62,NZL,1986
7043,12.15,40.26,44.42,NZL,1987
7044,13.17,44.15,44.36,NZL,1988
7045,14.33,24.02,44.98,NZL,1989
7046,13.93,44.45,50.69,NZL,1990
7047,13.28,48.35,51.46,NZL,1991
7048,14.62,51.16,53.1,NZL,1992
7049,14.41,49.9,52.61,NZL,1993
7050,13.62,46.77,61.28,NZL,1994
7051,13.66,44.63,65.91,NZL,1995
7052,13.46,50.88,67.32,NZL,1996
7053,14.53,54.8,71.26,NZL,1997
7054,13.25,48.31,72.13,NZL,1998
7055,13.57,55.23,72.49,NZL,1999
7056,12.86,58.75,74.48,NZL,2000
7057,15.93,61.99,74.82,NZL,2001
7058,15.92,59.18,77.65,NZL,2002
7059,22.97,44.62,81.96,NZL,2003
7060,23.74,40.72,82.34,NZL,2004
7061,26.43,37.58,85.37,NZL,2005
7062,26.02,38.15,86.2,NZL,2006
7063,19.72,42.15,86.59,NZL,2007
7064,24.47,39.04,87.75,NZL,2008
7065,18.82,40.14,83.75,NZL,2009
7066,16.07,43.76,83.85,NZL,2010
7067,16.27,40.22,86.39,NZL,2011
7068,20.27,44.65,85.13,NZL,2012
7069,17.88,47.06,86.34,NZL,2013
7070,16.51,52.29,87.81,NZL,2014
7071,16.67,48.02,91.32,NZL,2015
7072,13.8,47.97,93.61,NZL,2016
7073,14.54,49.92,98.73,NZL,2017
7074,15.67,45.03,98.53,NZL,2018
7075,17.84,48.06,100.9,NZL,2019
7076,17.08,45.75,82.87,NZL,2020
7077,20.03,38.81,80.81,NZL,2021
7527,15.47,0.0,12.74,MKD,1990
7528,15.53,0.0,11.41,MKD,1991
7529,15.44,0.0,12.29,MKD,1992
7530,15.52,0.0,13.22,MKD,1993
7531,16.12,0.0,10.27,MKD,1994
7532,16.63,0.0,9.65,MKD,1995
7533,16.09,0.0,14.68,MKD,1996
7534,15.05,0.0,12.3,MKD,1997
7535,19.45,0.19,11.08,MKD,1998
7536,16.97,0.35,11.08,MKD,1999
7537,15.54,0.57,11.27,MKD,2000
7538,17.19,0.77,9.23,MKD,2001
7539,14.94,0.78,10.42,MKD,2002
7540,17.2,0.7,10.09,MKD,2003
7541,16.35,0.68,10.28,MKD,2004
7542,16.97,0.73,10.58,MKD,2005
7543,16.49,0.78,11.13,MKD,2006
7544,16.92,0.99,12.07,MKD,2007
7545,17.34,1.13,10.89,MKD,2008
7546,15.55,0.75,11.39,MKD,2009
7547,15.06,1.11,10.97,MKD,2010
7548,17.2,1.28,11.37,MKD,2011
7549,16.19,1.33,10.99,MKD,2012
7550,13.54,1.51,10.72,MKD,2013
7551,12.53,1.29,10.64,MKD,2014
7552,11.3,1.3,11.41,MKD,2015
7553,10.19,2.05,12.8,MKD,2016
7554,11.14,2.64,12.18,MKD,2017
7555,10.05,2.43,11.69,MKD,2018
7556,11.91,2.84,12.73,MKD,2019
7557,8.18,3.24,11.72,MKD,2020
7558,7.04,4.09,13.62,MKD,2021
7599,11.35,8.22,112.08,NOR,1980
7600,11.37,10.11,104.18,NOR,1981
7601,10.94,10.91,100.11,NOR,1982
7602,11.65,12.28,98.31,NOR,1983
7603,13.07,11.82,102.18,NOR,1984
7604,13.01,12.46,107.22,NOR,1985
7605,11.6,13.72,114.97,NOR,1986
7606,11.2,15.11,114.6,NOR,1987
7607,11.5,19.03,107.59,NOR,1988
7608,10.08,21.07,108.84,NOR,1989
7609,9.44,22.32,104.74,NOR,1990
7610,8.4,25.14,96.92,NOR,1991
7611,8.44,27.06,99.84,NOR,1992
7612,9.12,28.47,105.49,NOR,1993
7613,10.29,30.56,107.63,NOR,1994
7614,11.23,30.85,106.42,NOR,1995
7615,11.17,33.49,113.96,NOR,1996
7616,11.08,38.68,115.51,NOR,1997
7617,12.03,39.51,115.74,NOR,1998
7618,11.27,37.74,114.74,NOR,1999
7619,11.54,42.37,106.32,NOR,2000
7620,10.29,39.26,120.64,NOR,2001
7621,8.92,41.9,116.79,NOR,2002
7622,8.71,45.15,120.56,NOR,2003
7623,9.84,47.74,117.99,NOR,2004
7624,8.4,43.7,117.62,NOR,2005
7625,7.2,43.32,120.29,NOR,2006
7626,7.92,41.76,119.56,NOR,2007
7627,8.16,43.0,117.87,NOR,2008
7628,6.5,41.29,119.02,NOR,2009
7629,8.86,40.97,121.6,NOR,2010
7630,9.83,40.32,119.49,NOR,2011
7631,9.53,40.08,116.85,NOR,2012
7632,9.03,39.74,120.9,NOR,2013
7633,9.89,42.59,114.9,NOR,2014
7634,8.86,45.26,114.85,NOR,2015
7635,9.1,43.68,111.02,NOR,2016
7636,9.51,45.85,110.46,NOR,2017
7637,9.29,44.29,113.59,NOR,2018
7638,9.07,45.65,109.58,NOR,2019
7639,8.98,44.07,104.85,NOR,2020
7640,9.15,42.84,105.01,NOR,2021
8101,0.0,6.46,10.6,OMN,1980
8102,0.0,7.62,10.41,OMN,1981
8103,0.0,8.33,15.55,OMN,1982
8104,0.0,10.35,12.0,OMN,1983
8105,0.0,13.01,19.49,OMN,1984
8106,0.0,16.56,17.01,OMN,1985
8107,0.0,19.36,12.1,OMN,1986
8108,0.0,21.69,13.75,OMN,1987
8109,0.0,21.82,12.56,OMN,1988
8110,0.0,22.65,16.37,OMN,1989
8111,0.0,24.48,24.39,OMN,1990
8112,0.0,24.82,40.05,OMN,1991
8113,0.0,27.12,35.37,OMN,1992
8114,0.0,26.03,33.81,OMN,1993
8115,0.0,27.26,29.58,OMN,1994
8116,0.0,33.34,32.56,OMN,1995
8117,0.0,36.43,31.35,OMN,1996
8118,0.0,42.12,27.59,OMN,1997
8119,0.0,43.92,27.73,OMN,1998
8120,0.0,47.03,35.45,OMN,1999
8121,0.0,76.75,37.84,OMN,2000
8122,0.0,84.28,42.21,OMN,2001
8123,0.0,88.28,49.36,OMN,2002
8124,0.0,95.25,47.33,OMN,2003
8125,0.01,86.44,46.24,OMN,2004
8126,0.0,107.78,51.54,OMN,2005
8127,0.04,120.36,53.67,OMN,2006
8128,0.01,121.62,51.77,OMN,2007
8129,0.01,133.8,70.16,OMN,2008
8130,0.02,135.47,66.97,OMN,2009
8131,0.34,163.81,76.54,OMN,2010
8132,0.12,180.82,80.8,OMN,2011
8133,0.36,197.16,87.66,OMN,2012
8134,0.52,217.28,101.06,OMN,2013
8135,0.42,213.14,103.92,OMN,2014
8136,0.57,230.46,104.52,OMN,2015
8137,0.64,228.58,107.01,OMN,2016
8138,0.88,233.51,126.8,OMN,2017
8139,0.87,249.96,129.95,OMN,2018
8140,1.97,249.96,126.59,OMN,2019
8141,3.77,259.16,107.13,OMN,2020
8142,3.64,295.26,116.61,OMN,2021
8803,8.19,59.95,60.1,PAK,1980
8804,9.29,65.38,63.79,PAK,1981
8805,10.54,71.31,70.19,PAK,1982
8806,11.96,70.31,77.34,PAK,1983
8807,13.56,72.14,83.87,PAK,1984
8808,15.39,73.65,89.52,PAK,1985
8809,17.46,78.99,96.47,PAK,1986
8810,19.82,84.58,105.7,PAK,1987
8811,20.72,89.68,113.85,PAK,1988
8812,22.7,95.61,122.02,PAK,1989
8813,24.06,102.12,127.6,PAK,1990
8814,23.82,110.3,134.32,PAK,1991
8815,24.46,108.22,146.81,PAK,1992
8816,25.68,124.58,160.04,PAK,1993
8817,25.49,127.0,171.56,PAK,1994
8818,25.7,130.26,185.98,PAK,1995
8819,26.05,141.53,195.59,PAK,1996
8820,24.35,141.12,201.59,PAK,1997
8821,24.38,148.63,208.44,PAK,1998
8822,24.39,169.5,216.01,PAK,1999
8823,23.59,179.52,223.08,PAK,2000
8824,24.48,189.54,218.72,PAK,2001
8825,27.45,205.49,213.2,PAK,2002
8826,35.22,255.5,189.24,PAK,2003
8827,39.28,306.77,191.36,PAK,2004
8828,43.61,326.1,181.9,PAK,2005
8829,46.21,333.2,208.94,PAK,2006
8830,63.23,338.0,227.32,PAK,2007
8831,69.67,346.08,230.71,PAK,2008
8832,57.3,347.02,246.17,PAK,2009
8833,53.85,353.48,243.88,PAK,2010
8834,46.43,353.4,245.53,PAK,2011
8835,47.09,365.97,237.93,PAK,2012
8836,37.3,355.86,260.81,PAK,2013
8837,55.0,349.87,269.73,PAK,2014
8838,54.26,365.34,293.96,PAK,2015
8839,62.12,386.51,328.85,PAK,2016
8840,83.12,407.4,339.49,PAK,2017
8841,137.65,435.88,283.05,PAK,2018
8842,156.56,444.73,250.67,PAK,2019
8843,178.05,411.79,245.19,PAK,2020
8844,186.59,447.89,283.21,PAK,2021
9069,1.65,6.35,78.75,PER,1980
9070,1.67,7.3,80.39,PER,1981
9071,1.89,7.66,78.38,PER,1982
9072,1.6,5.04,69.14,PER,1983
9073,1.28,6.81,71.4,PER,1984
9074,1.4,5.31,69.94,PER,1985
9075,1.89,5.64,74.52,PER,1986
9076,2.14,5.6,80.33,PER,1987
9077,2.1,5.28,79.1,PER,1988
9078,2.34,4.48,69.94,PER,1989
9079,1.68,4.29,69.76,PER,1990
9080,3.27,4.02,64.68,PER,1991
9081,3.2,3.63,67.69,PER,1992
9082,3.36,3.82,70.54,PER,1993
9083,4.14,3.98,76.71,PER,1994
9084,4.35,3.86,86.96,PER,1995
9085,4.56,3.92,90.12,PER,1996
9086,4.74,2.32,92.97,PER,1997
9087,5.2,3.94,89.8,PER,1998
9088,4.72,3.96,92.18,PER,1999
9089,7.32,3.32,89.77,PER,2000
9090,6.64,3.56,84.66,PER,2001
9091,9.1,4.25,83.86,PER,2002
9092,9.77,5.03,79.22,PER,2003
9093,10.56,8.28,87.94,PER,2004
9094,10.72,14.6,87.15,PER,2005
9095,9.12,17.09,82.65,PER,2006
9096,12.04,25.75,87.05,PER,2007
9097,10.74,32.69,96.83,PER,2008
9098,9.64,33.44,99.39,PER,2009
9099,9.46,54.24,105.5,PER,2010
9100,9.51,62.93,116.56,PER,2011
9101,10.15,68.62,115.89,PER,2012
9102,10.24,67.03,121.19,PER,2013
9103,10.11,74.32,119.82,PER,2014
9104,9.42,76.43,127.83,PER,2015
9105,11.39,84.93,136.15,PER,2016
9106,11.59,74.92,141.27,PER,2017
9107,13.01,80.25,145.07,PER,2018
9108,13.31,82.11,150.72,PER,2019
9109,11.74,71.3,112.72,PER,2020
9110,12.83,80.24,143.29,PER,2021
9111,1.63,0.0,128.44,PHL,1980
9112,2.82,0.0,120.74,PHL,1981
9113,3.15,0.0,116.19,PHL,1982
9114,5.73,0.0,121.52,PHL,1983
9115,9.18,0.0,99.47,PHL,1984
9116,12.99,0.0,88.44,PHL,1985
9117,10.23,0.0,92.98,PHL,1986
9118,10.88,0.0,107.96,PHL,1987
9119,13.78,0.0,116.38,PHL,1988
9120,10.89,0.0,130.62,PHL,1989
9121,12.44,0.0,136.55,PHL,1990
9122,13.97,0.0,132.29,PHL,1991
9123,13.92,0.0,162.8,PHL,1992
9124,14.14,0.0,168.03,PHL,1993
9125,13.63,0.05,177.5,PHL,1994
9126,16.44,0.05,199.83,PHL,1995
9127,22.89,0.09,208.88,PHL,1996
9128,28.4,0.05,224.7,PHL,1997
9129,28.67,0.09,226.98,PHL,1998
9130,33.63,0.07,215.16,PHL,1999
9131,46.66,0.1,198.61,PHL,2000
9132,47.65,1.34,197.51,PHL,2001
9133,41.52,16.87,187.24,PHL,2002
9134,43.22,25.7,186.31,PHL,2003
9135,46.98,23.74,191.72,PHL,2004
9136,53.36,31.44,178.16,PHL,2005
9137,58.38,29.45,160.25,PHL,2006
9138,62.8,35.3,166.52,PHL,2007
9139,73.85,37.16,159.35,PHL,2008
9140,70.48,37.42,165.64,PHL,2009
9141,81.64,35.25,173.22,PHL,2010
9142,89.87,38.06,163.74,PHL,2011
9143,94.04,36.48,169.43,PHL,2012
9144,116.35,33.6,177.62,PHL,2013
9145,123.78,35.34,188.51,PHL,2014
9146,135.1,33.22,214.82,PHL,2015
9147,152.22,38.1,230.72,PHL,2016
9148,180.0,37.74,247.05,PHL,2017
9149,190.17,40.89,248.36,PHL,2018
9150,203.34,42.16,253.54,PHL,2019
9151,202.15,38.43,207.88,PHL,2020
9152,219.07,32.83,227.79,PHL,2021
9153,1182.12,102.02,203.75,POL,1980
9154,1054.03,96.23,191.04,POL,1981
9155,1091.07,96.19,180.38,POL,1982
9156,1088.43,98.39,186.45,POL,1983
9157,1134.92,102.35,191.38,POL,1984
9158,1161.31,103.81,194.58,POL,1985
9159,1191.01,110.02,200.98,POL,1986
9160,1233.94,113.58,203.58,POL,1987
9161,1199.97,112.79,208.54,POL,1988
9162,1146.61,110.72,207.1,POL,1989
9163,912.26,103.95,189.76,POL,1990
9164,903.56,96.93,179.2,POL,1991
9165,873.54,90.27,163.77,POL,1992
9166,863.49,94.83,168.94,POL,1993
9167,804.19,95.55,178.15,POL,1994
9168,817.86,104.61,180.45,POL,1995
9169,837.15,109.85,210.81,POL,1996
9170,816.96,109.52,219.72,POL,1997
9171,736.12,110.65,249.88,POL,1998
9172,706.23,107.73,261.76,POL,1999
9173,654.11,115.83,240.63,POL,2000
9174,646.41,120.68,235.08,POL,2001
9175,634.17,117.62,239.6,POL,2002
9176,652.9,130.96,243.36,POL,2003
9177,633.71,138.17,260.06,POL,2004
9178,641.02,142.29,268.95,POL,2005
9179,667.58,143.9,291.55,POL,2006
9180,650.67,143.94,301.8,POL,2007
9181,642.18,156.44,309.67,POL,2008
9182,602.88,150.95,306.27,POL,2009
9183,640.52,162.33,323.05,POL,2010
9184,639.22,164.52,321.77,POL,2011
9185,595.8,174.19,309.68,POL,2012
9186,620.82,174.1,287.98,POL,2013
9187,575.05,170.14,289.09,POL,2014
9188,566.05,170.99,302.3,POL,2015
9189,575.67,182.58,332.22,POL,2016
9190,578.88,191.8,360.56,POL,2017
9191,579.17,199.26,369.84,POL,2018
9192,516.08,208.89,376.98,POL,2019
9193,478.41,210.65,357.0,POL,2020
9194,522.88,232.45,382.79,POL,2021
9195,4.07,0.0,100.01,PRT,1980
9196,4.62,0.0,106.01,PRT,1981
9197,4.26,0.0,111.01,PRT,1982
9198,4.65,0.0,112.04,PRT,1983
9199,5.76,0.0,111.8,PRT,1984
9200,8.94,0.0,108.32,PRT,1985
9201,16.86,0.0,115.46,PRT,1986
9202,21.96,0.0,112.18,PRT,1987
9203,25.32,0.0,117.47,PRT,1988
9204,28.25,0.0,147.9,PRT,1989
9205,33.12,0.0,136.05,PRT,1990
9206,34.7,0.0,141.91,PRT,1991
9207,35.13,0.0,156.41,PRT,1992
9208,38.26,0.0,147.74,PRT,1993
9209,39.86,0.0,147.42,PRT,1994
9210,48.87,0.0,166.35,PRT,1995
9211,45.59,0.0,158.29,PRT,1996
9212,41.47,1.01,169.6,PRT,1997
9213,41.46,8.04,185.93,PRT,1998
9214,43.06,22.48,192.46,PRT,1999
9215,43.17,23.09,188.71,PRT,2000
9216,36.92,25.75,188.42,PRT,2001
9217,40.7,31.32,194.59,PRT,2002
9218,38.97,30.2,182.45,PRT,2003
9219,38.55,37.83,185.17,PRT,2004
9220,38.8,42.88,191.18,PRT,2005
9221,38.42,41.18,169.28,PRT,2006
9222,33.44,43.89,171.78,PRT,2007
9223,29.26,48.02,166.03,PRT,2008
9224,33.22,47.69,153.8,PRT,2009
9225,19.16,51.89,150.46,PRT,2010
9226,25.83,52.54,141.33,PRT,2011
9227,33.85,45.56,128.69,PRT,2012
9228,30.82,43.18,132.87,PRT,2013
9229,31.16,41.26,135.09,PRT,2014
9230,37.91,48.2,133.88,PRT,2015
9231,33.1,50.74,136.46,PRT,2016
9232,37.76,63.4,135.99,PRT,2017
9233,31.67,57.99,135.26,PRT,2018
9234,14.52,61.35,139.8,PRT,2019
9235,6.58,60.37,113.9,PRT,2020
9236,2.98,58.64,117.18,PRT,2021
9278,0.0,49.07,4.3,QAT,1980
9279,0.0,44.74,6.32,QAT,1981
9280,0.0,52.32,7.01,QAT,1982
9281,0.0,54.18,7.67,QAT,1983
9282,0.0,61.38,9.04,QAT,1984
9283,0.0,56.51,9.6,QAT,1985
9284,0.0,60.03,12.04,QAT,1986
9285,0.0,58.06,11.79,QAT,1987
9286,0.0,60.65,12.89,QAT,1988
9287,0.0,64.17,13.58,QAT,1989
9288,0.0,65.2,13.63,QAT,1990
9289,0.0,78.97,11.84,QAT,1991
9290,0.0,130.62,13.67,QAT,1992
9291,0.0,139.72,14.57,QAT,1993
9292,0.0,139.72,16.8,QAT,1994
9293,0.0,139.72,16.27,QAT,1995
9294,0.0,97.04,17.86,QAT,1996
9295,0.0,103.76,21.61,QAT,1997
9296,0.0,112.05,22.94,QAT,1998
9297,0.0,128.55,21.72,QAT,1999
9298,0.0,112.97,21.23,QAT,2000
9299,0.0,104.72,24.25,QAT,2001
9300,0.0,114.54,27.49,QAT,2002
9301,0.0,130.73,32.2,QAT,2003
9302,0.0,157.12,39.75,QAT,2004
9303,0.0,178.92,43.94,QAT,2005
9304,0.0,177.59,56.68,QAT,2006
9305,0.0,192.59,62.76,QAT,2007
9306,0.0,206.98,76.1,QAT,2008
9307,0.0,212.71,74.3,QAT,2009
9308,0.0,254.06,79.82,QAT,2010
9309,0.0,289.43,100.93,QAT,2011
9310,0.05,336.03,106.6,QAT,2012
9311,0.08,352.79,127.64,QAT,2013
9312,0.48,384.34,134.22,QAT,2014
9313,0.28,433.74,157.8,QAT,2015
9314,0.3,413.7,164.96,QAT,2016
9315,0.33,412.2,148.07,QAT,2017
9316,0.47,407.13,152.42,QAT,2018
9317,0.41,418.72,165.64,QAT,2019
9318,0.08,389.14,125.13,QAT,2020
9319,0.08,400.05,134.82,QAT,2021
9361,143.79,331.29,219.39,ROU,1980
9362,151.14,348.11,196.67,ROU,1981
9363,144.42,354.05,193.75,ROU,1982
9364,166.86,352.56,173.11,ROU,1983
9365,166.56,351.24,165.7,ROU,1984
9366,173.54,326.59,177.18,ROU,1985
9367,175.76,332.46,189.9,ROU,1986
9368,188.2,326.47,209.31,ROU,1987
9369,203.79,327.48,196.17,ROU,1988
9370,203.56,326.19,202.28,ROU,1989
9371,146.06,335.39,220.02,ROU,1990
9372,121.91,276.77,182.63,ROU,1991
9373,120.03,246.5,149.54,ROU,1992
9374,118.72,236.97,141.77,ROU,1993
9375,118.89,215.84,131.54,ROU,1994
9376,122.87,223.76,158.8,ROU,1995
9377,122.79,225.84,152.26,ROU,1996
9378,111.58,185.36,159.25,ROU,1997
9379,94.03,174.27,139.62,ROU,1998
9380,81.74,159.69,110.9,ROU,1999
9381,85.54,159.1,116.52,ROU,2000
9382,88.46,153.28,124.17,ROU,2001
9383,95.27,158.5,125.25,ROU,2002
9384,106.62,171.3,111.21,ROU,2003
9385,104.84,162.09,127.45,ROU,2004
9386,99.98,161.93,123.24,ROU,2005
9387,113.25,165.13,121.61,ROU,2006
9388,114.21,148.42,121.9,ROU,2007
9389,109.89,141.42,121.22,ROU,2008
9390,87.61,123.05,107.87,ROU,2009
9391,81.9,125.47,102.89,ROU,2010
9392,95.46,129.15,105.71,ROU,2011
9393,88.0,125.34,106.4,ROU,2012
9394,68.36,114.43,97.09,ROU,2013
9395,67.59,108.73,104.19,ROU,2014
9396,70.09,103.71,105.93,ROU,2015
9397,62.38,104.95,110.92,ROU,2016
9398,62.51,112.9,116.11,ROU,2017
9399,59.62,115.63,119.34,ROU,2018
9400,57.78,107.75,123.75,ROU,2019
9401,41.72,112.6,116.17,ROU,2020
9402,48.22,114.36,126.43,ROU,2021
9403,2303.89,3560.85,2936.28,RUS,1985
9404,2366.46,3602.14,2971.36,RUS,1986
9405,2402.56,3809.97,2995.66,RUS,1987
9406,2367.1,4020.56,2972.01,RUS,1988
9407,2288.87,4080.34,3027.46,RUS,1989
9408,2120.21,4141.95,2984.63,RUS,1990
9409,1942.91,4249.55,2908.48,RUS,1991
9410,1825.71,4113.45,2777.47,RUS,1992
9411,1647.87,4101.49,2316.03,RUS,1993
9412,1441.22,3853.2,2046.04,RUS,1994
9413,1388.35,3724.45,1785.45,RUS,1995
9414,1362.64,3745.23,1539.51,RUS,1996
9415,1256.45,3454.08,1526.91,RUS,1997
9416,1176.45,3595.7,1462.64,RUS,1998
9417,1185.99,3584.66,1495.32,RUS,1999
9418,1230.06,3661.91,1465.81,RUS,2000
9419,1199.91,3721.69,1509.42,RUS,2001
9420,1204.94,3766.75,1456.21,RUS,2002
9421,1212.41,3855.95,1509.18,RUS,2003
9422,1161.75,3956.19,1488.48,RUS,2004
