,carbon_cons,gas_cons,petroleo_cons,pais_iso,anio
11532,486.11,627.47,172.9,UKR,2008
11533,417.17,489.09,168.18,UKR,2009
11534,444.86,545.61,161.76,UKR,2010
11535,482.53,561.27,161.1,UKR,2011
11536,496.81,518.39,159.76,UKR,2012
11537,481.8,476.99,151.43,UKR,2013
11538,413.75,403.17,133.59,UKR,2014
11539,318.01,319.89,119.47,UKR,2015
11540,377.39,314.21,125.16,UKR,2016
11541,299.55,301.9,125.79,UKR,2017
11542,326.28,305.69,130.71,UKR,2018
11543,303.26,282.98,128.97,UKR,2019
11544,265.35,293.39,121.78,UKR,2020
11545,264.52,261.05,127.15,UKR,2021
11546,0.0,47.97,60.19,ARE,1980
11547,0.0,60.55,65.38,ARE,1981
11548,0.0,63.57,72.4,ARE,1982
11549,0.0,58.01,72.5,ARE,1983
11550,0.0,79.76,82.79,ARE,1984
11551,0.0,98.67,102.96,ARE,1985
11552,0.0,119.83,124.56,ARE,1986
11553,0.0,136.7,136.38,ARE,1987
11554,0.0,138.26,163.63,ARE,1988
11555,0.0,168.38,171.78,ARE,1989
11556,0.0,164.87,180.08,ARE,1990
11557,0.0,198.51,222.33,ARE,1991
11558,0.0,182.81,223.88,ARE,1992
11559,0.0,191.49,231.98,ARE,1993
11560,0.0,221.42,243.25,ARE,1994
11561,0.0,241.7,243.17,ARE,1995
11562,0.0,264.71,234.98,ARE,1996
11563,0.0,282.75,238.71,ARE,1997
11564,0.0,296.3,237.81,ARE,1998
11565,0.0,306.35,232.02,ARE,1999
11566,0.0,306.44,229.34,ARE,2000
11567,0.22,314.73,226.62,ARE,2001
11568,1.1,355.29,235.31,ARE,2002
11569,1.29,369.33,260.54,ARE,2003
11570,1.46,392.05,281.56,ARE,2004
11571,1.69,409.99,292.92,ARE,2005
11572,3.28,422.76,315.26,ARE,2006
11573,1.58,479.38,337.4,ARE,2007
11574,3.99,579.72,354.69,ARE,2008
11575,3.18,575.88,346.49,ARE,2009
11576,7.65,592.72,372.07,ARE,2010
11577,5.17,616.36,399.34,ARE,2011
11578,16.08,639.31,418.65,ARE,2012
11579,20.58,647.5,464.93,ARE,2013
11580,22.95,634.35,463.56,ARE,2014
11581,19.94,714.7,495.46,ARE,2015
11582,21.41,719.31,542.72,ARE,2016
11583,24.76,724.58,537.45,ARE,2017
11584,22.33,712.13,533.78,ARE,2018
11585,23.0,709.86,520.46,ARE,2019
11586,21.98,696.23,448.83,ARE,2020
11587,20.53,694.11,503.29,ARE,2021
11588,826.49,468.77,969.12,GBR,1980
11589,822.0,475.12,897.27,GBR,1981
11590,766.64,472.75,907.6,GBR,1982
11591,773.77,492.79,872.77,GBR,1983
11592,549.82,504.17,1072.84,GBR,1984
11593,731.28,542.22,932.16,GBR,1985
11594,789.77,551.25,934.3,GBR,1986
11595,809.09,566.16,908.57,GBR,1987
11596,785.4,539.28,966.5,GBR,1988
11597,756.0,527.02,988.0,GBR,1989
11598,755.31,548.74,1000.72,GBR,1990
11599,756.59,592.77,996.06,GBR,1991
11600,711.38,589.92,1007.18,GBR,1992
11601,619.48,672.27,1012.24,GBR,1993
11602,578.41,692.25,1001.67,GBR,1994
11603,551.91,738.09,989.95,GBR,1995
11604,515.98,859.84,1014.6,GBR,1996
11605,460.18,884.18,985.44,GBR,1997
11606,448.69,919.4,981.57,GBR,1998
11607,398.92,978.88,967.87,GBR,1999
11608,427.15,1013.42,952.34,GBR,2000
11609,452.54,1008.53,945.36,GBR,2001
11610,415.31,995.34,941.57,GBR,2002
11611,443.15,998.09,952.87,GBR,2003
11612,425.89,1019.88,978.05,GBR,2004
11613,435.3,993.87,1012.81,GBR,2005
11614,476.04,942.6,1003.92,GBR,2006
11615,446.45,953.0,971.61,GBR,2007
11616,414.2,978.32,949.14,GBR,2008
11617,346.49,912.24,902.09,GBR,2009
11618,359.69,984.93,888.19,GBR,2010
11619,365.75,819.18,873.28,GBR,2011
11620,453.08,768.99,848.08,GBR,2012
11621,430.0,763.26,833.97,GBR,2013
11622,346.04,700.56,833.06,GBR,2014
11623,268.35,720.46,856.35,GBR,2015
11624,128.89,806.74,884.25,GBR,2016
11625,105.34,785.49,885.65,GBR,2017
11626,88.18,785.66,873.56,GBR,2018
11627,60.43,776.86,851.02,GBR,2019
11628,56.76,730.3,653.61,GBR,2020
11629,58.42,769.48,693.3,GBR,2021
11630,4293.98,5337.38,9453.47,USA,1980
11631,4428.93,5208.63,8812.75,USA,1981
11632,4265.8,4841.71,8350.53,USA,1982
11633,4425.29,4542.24,8311.48,USA,1983
11634,4752.76,4851.57,8573.32,USA,1984
11635,4866.3,4669.54,8540.44,USA,1985
11636,4805.6,4376.2,8955.59,USA,1986
11637,5013.87,4652.74,9142.15,USA,1987
11638,5247.14,4866.02,9520.88,USA,1988
11639,5309.36,5170.22,9517.53,USA,1989
11640,5338.0,5170.61,9306.91,USA,1990
11641,5287.61,5283.97,9108.51,USA,1991
11642,5324.03,5463.51,9297.39,USA,1992
11643,5522.45,5599.42,9376.04,USA,1993
11644,5543.14,5731.08,9619.75,USA,1994
11645,5593.05,5979.83,9597.53,USA,1995
11646,5847.3,6088.9,9947.14,USA,1996
11647,5970.78,6125.32,10079.77,USA,1997
11648,6029.34,6021.79,10251.11,USA,1998
11649,6020.1,6042.63,10537.09,USA,1999
11650,6286.54,6283.91,10654.13,USA,2000
11651,6101.32,6006.58,10636.85,USA,2001
11652,6098.45,6201.11,10642.41,USA,2002
11653,6214.54,6021.9,10803.68,USA,2003
11654,6254.98,6046.28,11197.87,USA,2004
11655,6346.96,5951.93,11214.08,USA,2005
11656,6249.68,5865.78,11070.91,USA,2006
11657,6333.85,6241.38,11001.76,USA,2007
11658,6233.06,6288.91,10273.69,USA,2008
11659,5482.38,6176.28,9737.24,USA,2009
11660,5800.54,6481.94,9891.23,USA,2010
11661,5473.07,6582.11,9694.56,USA,2011
11662,4838.4,6881.23,9472.59,USA,2012
11663,5022.27,7070.23,9627.55,USA,2013
11664,5010.86,7222.6,9693.27,USA,2014
11665,4329.08,7435.8,9890.72,USA,2015
11666,3960.74,7490.99,9961.58,USA,2016
11667,3852.59,7399.92,10057.78,USA,2017
11668,3689.46,8217.15,10299.73,USA,2018
11669,3150.46,8506.92,10283.93,USA,2019
11670,2556.18,8319.02,9032.4,USA,2020
11671,2936.55,8267.17,9813.04,USA,2021
11797,17.3,311.38,122.29,UZB,1985
11798,19.59,300.17,124.65,UZB,1986
11799,16.33,314.29,126.37,UZB,1987
11800,17.96,309.87,130.88,UZB,1988
11801,20.24,327.53,132.41,UZB,1989
11802,21.22,348.64,131.39,UZB,1990
11803,19.42,351.37,126.04,UZB,1991
11804,15.28,353.13,100.93,UZB,1992
11805,12.43,384.92,105.67,UZB,1993
11806,12.55,391.1,90.06,UZB,1994
11807,10.37,400.82,78.9,UZB,1995
11808,9.69,417.34,78.14,UZB,1996
11809,9.63,409.35,82.92,UZB,1997
11810,9.65,410.99,80.34,UZB,1998
11811,9.65,476.24,84.47,UZB,1999
11812,11.0,486.74,84.42,UZB,2000
11813,9.22,490.59,84.05,UZB,2001
11814,9.82,505.22,83.65,UZB,2002
11815,7.66,455.46,81.58,UZB,2003
11816,10.35,460.17,74.44,UZB,2004
11817,9.83,469.22,63.85,UZB,2005
11818,10.69,433.03,66.49,UZB,2006
11819,9.21,468.35,68.48,UZB,2007
11820,11.63,441.31,63.92,UZB,2008
11821,11.07,440.73,55.23,UZB,2009
11822,9.23,440.44,58.79,UZB,2010
11823,9.88,473.56,59.74,UZB,2011
11824,13.37,462.38,49.89,UZB,2012
11825,19.97,461.52,46.77,UZB,2013
11826,18.38,485.48,43.21,UZB,2014
11827,14.78,463.44,43.66,UZB,2015
11828,17.46,433.27,45.93,UZB,2016
11829,16.49,447.82,46.24,UZB,2017
11830,23.62,443.98,50.45,UZB,2018
11831,20.91,445.98,50.66,UZB,2019
11832,28.66,435.56,43.65,UZB,2020
11833,20.42,464.27,47.62,UZB,2021
11875,1.82,164.34,246.93,VEN,1980
11876,1.8,165.23,261.64,VEN,1981
11877,1.03,176.3,258.58,VEN,1982
11878,1.44,173.6,252.51,VEN,1983
11879,1.57,192.03,236.95,VEN,1984
11880,2.08,192.31,242.41,VEN,1985
11881,2.32,211.72,252.82,VEN,1986
11882,3.04,206.32,240.26,VEN,1987
11883,2.21,211.21,248.76,VEN,1988
11884,6.07,216.87,242.61,VEN,1989
11885,5.38,243.82,245.0,VEN,1990
11886,0.0,243.11,232.82,VEN,1991
11887,0.04,239.95,277.84,VEN,1992
11888,0.33,258.95,250.98,VEN,1993
11889,0.64,273.9,280.14,VEN,1994
11890,0.06,305.26,269.94,VEN,1995
11891,0.19,330.01,219.44,VEN,1996
11892,0.4,342.21,237.4,VEN,1997
11893,0.42,358.92,264.11,VEN,1998
11894,0.42,304.25,311.5,VEN,1999
11895,1.54,309.96,320.87,VEN,2000
11896,0.57,328.48,343.58,VEN,2001
11897,0.21,315.41,370.7,VEN,2002
11898,0.5,279.99,347.74,VEN,2003
11899,0.0,315.3,355.79,VEN,2004
11900,0.43,304.35,374.21,VEN,2005
11901,2.88,349.45,365.34,VEN,2006
11902,1.61,372.67,393.73,VEN,2007
11903,1.64,349.0,389.84,VEN,2008
11904,2.76,342.17,397.19,VEN,2009
11905,2.32,312.67,418.58,VEN,2010
11906,2.39,333.26,404.86,VEN,2011
11907,2.45,346.13,442.4,VEN,2012
11908,2.44,323.06,475.89,VEN,2013
11909,2.29,340.27,422.26,VEN,2014
11910,1.53,370.38,395.69,VEN,2015
11911,1.72,372.39,301.23,VEN,2016
11912,0.95,386.05,277.26,VEN,2017
11913,0.38,316.19,228.78,VEN,2018
11914,0.51,255.76,192.91,VEN,2019
11915,0.2,215.61,157.83,VEN,2020
11916,0.11,239.77,163.97,VEN,2021
11917,26.45,0.0,23.3,VNM,1980
11918,29.45,0.1,20.27,VNM,1981
11919,32.56,0.18,20.61,VNM,1982
11920,32.77,0.63,23.58,VNM,1983
11921,32.81,0.55,23.05,VNM,1984
11922,32.61,0.34,24.33,VNM,1985
11923,35.94,0.36,26.38,VNM,1986
11924,40.06,0.36,30.73,VNM,1987
11925,37.53,0.27,32.12,VNM,1988
11926,30.14,0.32,29.88,VNM,1989
11927,25.85,0.39,35.01,VNM,1990
11928,24.97,0.7,34.17,VNM,1991
11929,25.04,2.03,37.35,VNM,1992
11930,24.24,2.41,47.77,VNM,1993
11931,26.76,2.41,52.94,VNM,1994
11932,36.01,1.4,58.44,VNM,1995
11933,40.23,2.77,67.27,VNM,1996
11934,51.68,5.12,76.64,VNM,1997
11935,55.43,8.68,84.69,VNM,1998
11936,41.49,12.54,93.28,VNM,1999
11937,54.54,15.44,101.15,VNM,2000
11938,59.6,19.3,109.65,VNM,2001
11939,68.06,23.16,120.42,VNM,2002
11940,79.24,22.9,128.13,VNM,2003
11941,103.84,40.14,152.44,VNM,2004
11942,108.74,62.15,151.4,VNM,2005
11943,66.61,67.55,148.51,VNM,2006
11944,72.92,68.32,165.34,VNM,2007
11945,138.26,72.36,173.38,VNM,2008
11946,129.73,77.3,176.75,VNM,2009
11947,169.26,90.73,200.76,VNM,2010
11948,201.71,81.83,199.98,VNM,2011
11949,187.22,90.28,202.27,VNM,2012
11950,199.97,94.1,209.55,VNM,2013
11951,241.62,98.53,222.63,VNM,2014
11952,305.12,102.87,269.62,VNM,2015
11953,330.18,102.39,294.42,VNM,2016
11954,329.92,95.21,308.5,VNM,2017
11955,439.51,96.6,324.53,VNM,2018
11956,580.66,98.43,334.76,VNM,2019
11957,583.21,88.39,276.9,VNM,2020
11958,596.07,71.22,259.86,VNM,2021
